x Xe ne tau dtaudx ddtauddx g dgdx ddgddx 
-8.13311 1 9.94838e+09 309.265 -577.308 721.549 2.81466e-132 1.62005e-129 9.01561e-127 
-8.13201 1 9.9156e+09 308.63 -576.515 720.637 5.30225e-132 3.04766e-129 1.69383e-126 
-8.13091 1 9.88293e+09 307.996 -575.722 719.725 9.97967e-132 5.7283e-129 3.17957e-126 
-8.12981 1 9.85036e+09 307.363 -574.931 718.815 1.8767e-131 1.07574e-128 5.9633e-126 
-8.12871 1 9.81791e+09 306.731 -574.141 717.906 3.52609e-131 2.01841e-128 1.11745e-125 
-8.12761 1 9.78556e+09 306.1 -573.351 716.998 6.61935e-131 3.78385e-128 2.09213e-125 
-8.12651 1 9.75332e+09 305.47 -572.563 716.091 1.24154e-130 7.08733e-128 3.91359e-125 
-8.12541 1 9.72118e+09 304.84 -571.776 715.185 2.32664e-130 1.32634e-127 7.31448e-125 
-8.12431 1 9.68915e+09 304.212 -570.99 714.28 4.35635e-130 2.47999e-127 1.36589e-124 
-8.12321 1 9.65723e+09 303.584 -570.204 713.376 8.14967e-130 4.63308e-127 2.54843e-124 
-8.12211 1 9.62541e+09 302.957 -569.42 712.473 1.52329e-129 8.64799e-127 4.75067e-124 
-8.12101 1 9.59369e+09 302.331 -568.637 711.571 2.84479e-129 1.61282e-126 8.84833e-124 
-8.11991 1 9.56208e+09 301.706 -567.854 710.67 5.30816e-129 3.00526e-126 1.64662e-123 
-8.11881 1 9.53058e+09 301.082 -567.073 709.771 9.89609e-129 5.59506e-126 3.06163e-123 
-8.11771 1 9.49917e+09 300.458 -566.293 708.872 1.84336e-128 1.04077e-125 5.68772e-123 
-8.11661 1 9.46788e+09 299.836 -565.513 707.974 3.43072e-128 1.93433e-125 1.05572e-122 
-8.11551 1 9.43668e+09 299.214 -564.735 707.077 6.37951e-128 3.59199e-125 1.9579e-122 
-8.11441 1 9.40559e+09 298.593 -563.958 706.181 1.18527e-127 6.6645e-125 3.62793e-122 
-8.11331 1 9.3746e+09 297.973 -563.181 705.287 2.20028e-127 1.23546e-124 6.71669e-122 
-8.11221 1 9.34371e+09 297.354 -562.406 704.393 4.08099e-127 2.28833e-124 1.24245e-121 
-8.11111 1 9.31292e+09 296.736 -561.632 703.5 7.56282e-127 4.23486e-124 2.29634e-121 
-8.11001 1 9.28224e+09 296.118 -560.858 702.609 1.40034e-126 7.8305e-124 4.24053e-121 
-8.10891 1 9.25165e+09 295.502 -560.086 701.718 2.59066e-126 1.44667e-123 7.82413e-121 
-8.10781 1 9.22117e+09 294.886 -559.314 700.828 4.78874e-126 2.67044e-123 1.44239e-120 
-8.10671 1 9.19079e+09 294.271 -558.544 699.94 8.84429e-126 4.92522e-123 2.65681e-120 
-8.10561 1 9.1605e+09 293.657 -557.774 699.052 1.63206e-125 9.07613e-123 4.88955e-120 
-8.10451 1 9.13032e+09 293.044 -557.006 698.165 3.00914e-125 1.67112e-122 8.99106e-120 
-8.10341 1 9.10024e+09 292.432 -556.238 697.28 5.54347e-125 3.07432e-122 1.65191e-119 
-8.10231 1 9.07025e+09 291.82 -555.471 696.395 1.02036e-124 5.65097e-122 3.03244e-119 
-8.10121 1 9.04037e+09 291.21 -554.706 695.511 1.87655e-124 1.03784e-121 5.56204e-119 
-8.10011 1 9.01058e+09 290.6 -553.941 694.629 3.44828e-124 1.90446e-121 1.01932e-118 
-8.09901 1 8.98089e+09 289.991 -553.177 693.747 6.33108e-124 3.4918e-121 1.86646e-118 
-8.09791 1 8.9513e+09 289.383 -552.415 692.867 1.16142e-123 6.39678e-121 3.41479e-118 
-8.09681 1 8.92181e+09 288.775 -551.653 691.987 2.12881e-123 1.17087e-120 6.24231e-118 
-8.09571 1 8.89241e+09 288.169 -550.892 691.108 3.89869e-123 2.14138e-120 1.14015e-117 
-8.09461 1 8.86311e+09 287.563 -550.132 690.231 7.13409e-123 3.91304e-120 2.08072e-117 
-8.09351 1 8.83391e+09 286.958 -549.374 689.354 1.30435e-122 7.14449e-120 3.79406e-117 
-8.09241 1 8.8048e+09 286.354 -548.616 688.479 2.38281e-122 1.30337e-119 6.91245e-117 
-8.09131 1 8.77579e+09 285.751 -547.859 687.604 4.34933e-122 2.37574e-119 1.25834e-116 
-8.09021 1 8.74688e+09 285.149 -547.103 686.731 7.9322e-122 4.32684e-119 2.28876e-116 
-8.08911 1 8.71806e+09 284.548 -546.348 685.858 1.44545e-121 7.87375e-119 4.15951e-116 
-8.08801 1 8.68933e+09 283.947 -545.594 684.986 2.6318e-121 1.43163e-118 7.55308e-116 
-8.08691 1 8.6607e+09 283.347 -544.841 684.116 4.78788e-121 2.60088e-118 1.37039e-115 
-8.08581 1 8.63216e+09 282.748 -544.089 683.246 8.70307e-121 4.72118e-118 2.48431e-115 
-8.08471 1 8.60372e+09 282.15 -543.337 682.378 1.58068e-120 8.56292e-118 4.49995e-115 
-8.08361 1 8.57537e+09 281.553 -542.587 681.51 2.8685e-120 1.55179e-117 8.14425e-115 
-8.08251 1 8.54712e+09 280.956 -541.838 680.643 5.20126e-120 2.80988e-117 1.47277e-114 
-8.08141 1 8.51896e+09 280.361 -541.09 679.778 9.42334e-120 5.08373e-117 2.6611e-114 
-8.08031 1 8.49089e+09 279.766 -540.342 678.913 1.70586e-119 9.19012e-117 4.8043e-114 
-8.07921 1 8.46291e+09 279.172 -539.596 678.049 3.08549e-119 1.65998e-116 8.66646e-114 
-8.07811 1 8.43503e+09 278.579 -538.85 677.187 5.57635e-119 2.9959e-116 1.56206e-113 
-8.07701 1 8.40723e+09 277.986 -538.106 676.325 1.00698e-118 5.40251e-116 2.81317e-113 
-8.07591 1 8.37953e+09 277.395 -537.362 675.464 1.81691e-118 9.73439e-116 5.06219e-113 
-8.07481 1 8.35192e+09 276.804 -536.62 674.605 3.2756e-118 1.75253e-115 9.10177e-113 
-8.07371 1 8.32441e+09 276.214 -535.878 673.746 5.90058e-118 3.15261e-115 1.63515e-112 
-8.07261 1 8.29698e+09 275.625 -535.137 672.888 1.06205e-117 5.66655e-115 2.93519e-112 
-8.07151 1 8.26964e+09 275.036 -534.398 672.031 1.91003e-117 1.01769e-114 5.26455e-112 
-8.07041 1 8.24239e+09 274.449 -533.659 671.175 3.43228e-117 1.82623e-114 9.43478e-112 
-8.06931 1 8.21523e+09 273.862 -532.921 670.321 6.16272e-117 3.27449e-114 1.68947e-111 
-8.06821 1 8.18817e+09 273.276 -532.184 669.467 1.10563e-116 5.86652e-114 3.02284e-111 
-8.06711 1 8.16119e+09 272.691 -531.448 668.614 1.98196e-116 1.05018e-113 5.40415e-111 
-8.06601 1 8.1343e+09 272.107 -530.713 667.762 3.55001e-116 1.87844e-113 9.65358e-111 
-8.06491 1 8.1075e+09 271.524 -529.979 666.911 6.35349e-116 3.35721e-113 1.72305e-110 
-8.06381 1 8.08078e+09 270.941 -529.245 666.061 1.13617e-115 5.99529e-113 3.07297e-110 
-8.06271 1 8.05416e+09 270.359 -528.513 665.212 2.03014e-115 1.06977e-112 5.47604e-110 
-8.06161 1 8.02762e+09 269.778 -527.782 664.364 3.6246e-115 1.90731e-112 9.75046e-110 
-8.06051 1 8.00117e+09 269.198 -527.051 663.517 6.4661e-115 3.39784e-112 1.73474e-109 
-8.05941 1 7.97481e+09 268.619 -526.322 662.671 1.1526e-114 6.04834e-112 3.08386e-109 
-8.05831 1 7.94853e+09 268.04 -525.593 661.826 2.05288e-114 1.07577e-111 5.4778e-109 
-8.05721 1 7.92234e+09 267.462 -524.866 660.982 3.65343e-114 1.91186e-111 9.72232e-109 
-8.05611 1 7.89624e+09 266.885 -524.139 660.139 6.49669e-114 3.39504e-111 1.72419e-108 
-8.05501 1 7.87022e+09 266.309 -523.413 659.296 1.15434e-113 6.02403e-111 3.0553e-108 
-8.05391 1 7.84429e+09 265.734 -522.688 658.455 2.04943e-113 1.06803e-110 5.40973e-108 
-8.05281 1 7.81844e+09 265.159 -521.965 657.615 3.63566e-113 1.89204e-110 9.57087e-108 
-8.05171 1 7.79268e+09 264.585 -521.242 656.776 6.44449e-113 3.34914e-110 1.69192e-107 
-8.05061 1 7.76701e+09 264.012 -520.519 655.937 1.14143e-112 5.92368e-110 2.98858e-107 
-8.0495 1 7.74141e+09 263.44 -519.798 655.1 2.02006e-112 1.0469e-109 5.27477e-107 
-8.0484 1 7.71591e+09 262.868 -519.078 654.263 3.57219e-112 1.84873e-109 9.30246e-107 
-8.0473 1 7.69048e+09 262.298 -518.359 653.428 6.31191e-112 3.26209e-109 1.63926e-106 
-8.0462 1 7.66514e+09 261.728 -517.64 652.593 1.11441e-111 5.75145e-109 2.88638e-106 
-8.0451 1 7.63989e+09 261.159 -516.923 651.76 1.966e-111 1.01325e-108 5.07829e-106 
-8.044 1 7.61472e+09 260.591 -516.206 650.927 3.46563e-111 1.78365e-108 8.92766e-106 
-8.0429 1 7.58963e+09 260.023 -515.491 650.096 6.10432e-111 3.13734e-108 1.56825e-105 
-8.0418 1 7.56462e+09 259.456 -514.776 649.265 1.07436e-110 5.51408e-108 2.75265e-105 
-8.0407 1 7.53969e+09 258.89 -514.062 648.435 1.8894e-110 9.68372e-108 4.82776e-105 
-8.0396 1 7.51485e+09 258.325 -513.349 647.606 3.32013e-110 1.6993e-107 8.46055e-105 
-8.0385 1 7.49009e+09 257.761 -512.637 646.778 5.82969e-110 2.9796e-107 1.48153e-104 
-8.0374 1 7.46541e+09 257.197 -511.926 645.952 1.02281e-109 5.22043e-107 2.59229e-104 
-8.0363 1 7.44082e+09 256.635 -511.216 645.126 1.79311e-109 9.13932e-107 4.53227e-104 
-8.0352 1 7.4163e+09 256.073 -510.507 644.301 3.14109e-109 1.59876e-106 7.91787e-104 
-8.0341 1 7.39186e+09 255.511 -509.799 643.477 5.49811e-109 2.79456e-106 1.38217e-103 
-8.033 1 7.36751e+09 254.951 -509.091 642.653 9.61631e-109 4.88095e-106 2.41089e-103 
-8.0319 1 7.34323e+09 254.391 -508.385 641.831 1.68061e-108 8.51841e-106 4.202e-103 
-8.0308 1 7.31904e+09 253.832 -507.679 641.01 2.93485e-108 1.48551e-105 7.31806e-103 
-8.0297 1 7.29492e+09 253.274 -506.974 640.19 5.12116e-108 2.58853e-105 1.2735e-102 
-8.0286 1 7.27089e+09 252.717 -506.27 639.37 8.92925e-108 4.50709e-105 2.21444e-102 
-8.0275 1 7.24693e+09 252.16 -505.567 638.552 1.5557e-107 7.84157e-105 3.84764e-102 
-8.0264 1 7.22305e+09 251.605 -504.865 637.735 2.70832e-107 1.36324e-104 6.68017e-102 
-8.0253 1 7.19925e+09 251.05 -504.164 636.918 4.71128e-107 2.36815e-104 1.1589e-101 
-8.0242 1 7.17553e+09 250.495 -503.464 636.103 8.18924e-107 4.11064e-104 2.00895e-101 
-8.0231 1 7.15189e+09 249.942 -502.765 635.288 1.42237e-106 7.12977e-104 3.47983e-101 
-8.022 1 7.12832e+09 249.389 -502.066 634.474 2.4686e-106 1.23568e-103 6.02299e-101 
-8.0209 1 7.10484e+09 248.837 -501.369 633.661 4.28107e-106 2.13996e-103 1.04168e-100 
-8.0198 1 7.08143e+09 248.286 -500.672 632.85 7.4186e-106 3.70314e-103 1.8002e-100 
-8.0187 1 7.05809e+09 247.736 -499.976 632.039 1.28457e-105 6.40329e-103 3.10866e-100 
-8.0176 1 7.03484e+09 247.186 -499.281 631.229 2.22261e-105 1.10638e-102 5.36409e-100 
-8.0165 1 7.01166e+09 246.637 -498.587 630.42 3.8427e-105 1.91017e-102 9.2488e-100 
-8.0154 1 6.98856e+09 246.089 -497.894 629.612 6.63861e-105 3.2954e-102 1.59347e-99 
-8.0143 1 6.96553e+09 245.542 -497.202 628.804 1.14601e-104 5.68085e-102 2.74328e-99 
-8.0132 1 6.94258e+09 244.995 -496.511 627.998 1.97682e-104 9.78561e-102 4.71918e-99 
-8.0121 1 6.91971e+09 244.449 -495.82 627.193 3.40735e-104 1.68435e-101 8.11208e-99 
-8.011 1 6.89691e+09 243.904 -495.131 626.388 5.86863e-104 2.89699e-101 1.39338e-98 
-8.0099 1 6.87418e+09 243.36 -494.442 625.585 1.01001e-103 4.9789e-101 2.39152e-98 
-8.0088 1 6.85153e+09 242.816 -493.754 624.782 1.73696e-103 8.55046e-101 4.10159e-98 
-8.0077 1 6.82896e+09 242.273 -493.068 623.981 2.98485e-103 1.4673e-100 7.02911e-98 
-8.0066 1 6.80646e+09 241.731 -492.382 623.18 5.12539e-103 2.51604e-100 1.20371e-97 
-8.0055 1 6.78403e+09 241.19 -491.696 622.38 8.79437e-103 4.31112e-100 2.05974e-97 
-8.0044 1 6.76168e+09 240.649 -491.012 621.581 1.50784e-102 7.38133e-100 3.52191e-97 
-8.0033 1 6.7394e+09 240.11 -490.329 620.783 2.58332e-102 1.26285e-99 6.0175e-97 
-8.0022 1 6.71719e+09 239.571 -489.646 619.986 4.42258e-102 2.15896e-99 1.02737e-96 
-8.0011 1 6.69506e+09 239.032 -488.965 619.19 7.56567e-102 3.68816e-99 1.75272e-96 
-8 1 6.673e+09 238.495 -488.284 618.395 1.29328e-101 6.29579e-99 2.98795e-96 
-7.9989 1 6.65101e+09 237.958 -487.604 617.601 2.20909e-101 1.0739e-98 5.08987e-96 
-7.9978 1 6.6291e+09 237.422 -486.925 616.808 3.7706e-101 1.83044e-98 8.66396e-96 
-7.9967 1 6.60726e+09 236.887 -486.247 616.015 6.43105e-101 3.11761e-98 1.47367e-95 
-7.9956 1 6.58549e+09 236.352 -485.57 615.224 1.09605e-100 5.30595e-98 2.50474e-95 
-7.9945 1 6.56379e+09 235.818 -484.893 614.433 1.86661e-100 9.02364e-98 4.25402e-95 
-7.9934 1 6.54216e+09 235.285 -484.218 613.643 3.17655e-100 1.53348e-97 7.21961e-95 
-7.9923 1 6.52061e+09 234.753 -483.543 612.854 5.40175e-100 2.60405e-97 1.22435e-94 
-7.9912 1 6.49912e+09 234.221 -482.869 612.067 9.17892e-100 4.41876e-97 2.07479e-94 
-7.9901 1 6.47771e+09 233.691 -482.197 611.28 1.55857e-99 7.49254e-97 3.51334e-94 
-7.989 1 6.45636e+09 233.16 -481.525 610.494 2.64448e-99 1.26951e-96 5.94491e-94 
-7.9879 1 6.43509e+09 232.631 -480.853 609.708 4.48366e-99 2.14942e-96 1.00519e-93 
-7.9868 1 6.41389e+09 232.102 -480.183 608.924 7.59635e-99 3.63653e-96 1.69837e-93 
-7.9857 1 6.39275e+09 231.575 -479.514 608.141 1.28605e-98 6.14799e-96 2.86745e-93 
-7.9846 1 6.37169e+09 231.047 -478.845 607.358 2.17565e-98 1.03862e-95 4.8377e-93 
-7.9835 1 6.3507e+09 230.521 -478.177 606.577 3.67792e-98 1.75333e-95 8.15573e-93 
-7.9824 1 6.32977e+09 229.995 -477.51 605.796 6.21293e-98 2.95769e-95 1.37394e-92 
-7.9813 1 6.30892e+09 229.47 -476.844 605.016 1.04875e-97 4.98564e-95 2.31288e-92 
-7.9802 1 6.28813e+09 228.946 -476.179 604.238 1.76901e-97 8.39791e-95 3.89064e-92 
-7.9791 1 6.26741e+09 228.423 -475.515 603.46 2.98174e-97 1.41353e-94 6.53989e-92 
-7.978 1 6.24676e+09 227.9 -474.851 602.683 5.02218e-97 2.3775e-94 1.09851e-91 
-7.9769 1 6.22618e+09 227.378 -474.189 601.906 8.45275e-97 3.99593e-94 1.84382e-91 
-7.9758 1 6.20566e+09 226.857 -473.527 601.131 1.42163e-96 6.7112e-94 3.09255e-91 
-7.9747 1 6.18522e+09 226.336 -472.866 600.357 2.38925e-96 1.12633e-93 5.1832e-91 
-7.9736 1 6.16484e+09 225.816 -472.206 599.583 4.01253e-96 1.88893e-93 8.6809e-91 
-7.9725 1 6.14452e+09 225.297 -471.547 598.811 6.73381e-96 3.16557e-93 1.45283e-90 
-7.9714 1 6.12428e+09 224.779 -470.889 598.039 1.12925e-95 5.30117e-93 2.4297e-90 
-7.9703 1 6.1041e+09 224.261 -470.231 597.268 1.89235e-95 8.87111e-93 4.06044e-90 
-7.9692 1 6.08399e+09 223.744 -469.575 596.499 3.16885e-95 1.48344e-92 6.78079e-90 
-7.9681 1 6.06394e+09 223.228 -468.919 595.73 5.30258e-95 2.47883e-92 1.13155e-89 
-7.967 1 6.04396e+09 222.712 -468.264 594.961 8.86666e-95 4.13916e-92 1.88692e-89 
-7.9659 1 6.02405e+09 222.198 -467.61 594.194 1.48156e-94 6.90659e-92 3.14428e-89 
-7.9648 1 6.0042e+09 221.683 -466.956 593.428 2.47382e-94 1.1516e-91 5.23571e-89 
-7.9637 1 5.98442e+09 221.17 -466.304 592.662 4.12765e-94 1.9188e-91 8.71199e-89 
-7.9626 1 5.9647e+09 220.658 -465.653 591.898 6.88219e-94 3.19482e-91 1.4486e-88 
-7.9615 1 5.94504e+09 220.146 -465.002 591.134 1.14667e-93 5.31558e-91 2.40695e-88 
-7.9604 1 5.92546e+09 219.634 -464.352 590.371 1.90916e-93 8.83781e-91 3.99646e-88 
-7.9593 1 5.90593e+09 219.124 -463.703 589.61 3.17639e-93 1.46834e-90 6.6309e-88 
-7.9582 1 5.88647e+09 218.614 -463.055 588.849 5.28099e-93 2.43782e-90 1.09941e-87 
-7.9571 1 5.86708e+09 218.105 -462.407 588.088 8.77379e-93 4.0445e-90 1.82154e-87 
-7.956 1 5.84775e+09 217.597 -461.761 587.329 1.45663e-92 6.70531e-90 3.01582e-87 
-7.9549 1 5.82848e+09 217.089 -461.115 586.571 2.4166e-92 1.11087e-89 4.98959e-87 
-7.9538 1 5.80927e+09 216.582 -460.47 585.813 4.00636e-92 1.83908e-89 8.24928e-87 
-7.9527 1 5.79013e+09 216.076 -459.826 585.057 6.63725e-92 3.0425e-89 1.36288e-86 
-7.9516 1 5.77106e+09 215.57 -459.183 584.301 1.0988e-91 5.02981e-89 2.25005e-86 
-7.9505 1 5.75204e+09 215.066 -458.54 583.546 1.81778e-91 8.30933e-89 3.71211e-86 
-7.94939 1 5.73309e+09 214.562 -457.899 582.792 3.00509e-91 1.37174e-88 6.11985e-86 
-7.94829 1 5.7142e+09 214.058 -457.258 582.039 4.96441e-91 2.26295e-88 1.00822e-85 
-7.94719 1 5.69537e+09 213.556 -456.618 581.287 8.19542e-91 3.73051e-88 1.65982e-85 
-7.94609 1 5.67661e+09 213.054 -455.979 580.535 1.35198e-90 6.14551e-88 2.73064e-85 
-7.94499 1 5.6579e+09 212.552 -455.341 579.785 2.22876e-90 1.01168e-87 4.48911e-85 
-7.94389 1 5.63926e+09 212.052 -454.704 579.035 3.67157e-90 1.66426e-87 7.37482e-85 
-7.94279 1 5.62068e+09 211.552 -454.067 578.286 6.04415e-90 2.73587e-87 1.2107e-84 
-7.94169 1 5.60216e+09 211.053 -453.431 577.538 9.94295e-90 4.49433e-87 1.98619e-84 
-7.94059 1 5.5837e+09 210.554 -452.796 576.791 1.63452e-89 7.37789e-87 3.25611e-84 
-7.93949 1 5.5653e+09 210.056 -452.162 576.045 2.68513e-89 1.21031e-86 5.33426e-84 
-7.93839 1 5.54697e+09 209.559 -451.529 575.3 4.40793e-89 1.98407e-86 8.73266e-84 
-7.93729 1 5.52869e+09 209.063 -450.896 574.555 7.23107e-89 3.25023e-86 1.42862e-83 
-7.93619 1 5.51047e+09 208.567 -450.265 573.812 1.18541e-88 5.32071e-86 2.33552e-83 
-7.93509 1 5.49232e+09 208.072 -449.634 573.069 1.94193e-88 8.7041e-86 3.81548e-83 
-7.93399 1 5.47422e+09 207.578 -449.004 572.327 3.17904e-88 1.42291e-85 6.22892e-83 
-7.93289 1 5.45618e+09 207.084 -448.375 571.586 5.20065e-88 2.32449e-85 1.01619e-82 
-7.93179 1 5.43821e+09 206.591 -447.746 570.846 8.50195e-88 3.79472e-85 1.65668e-82 
-7.93069 1 5.42029e+09 206.099 -447.119 570.107 1.38893e-87 6.19057e-85 2.69898e-82 
-7.92959 1 5.40243e+09 205.608 -446.492 569.369 2.26747e-87 1.00921e-84 4.39402e-82 
-7.92849 1 5.38463e+09 205.117 -445.866 568.631 3.69917e-87 1.64412e-84 7.14865e-82 
-7.92739 1 5.36689e+09 204.627 -445.241 567.894 6.0307e-87 2.67662e-84 1.16222e-81 
-7.92629 1 5.3492e+09 204.137 -444.616 567.159 9.82499e-87 4.35453e-84 1.88822e-81 
-7.92519 1 5.33158e+09 203.648 -443.993 566.424 1.59955e-86 7.07941e-84 3.06562e-81 
-7.92409 1 5.31401e+09 203.16 -443.37 565.689 2.60236e-86 1.15015e-83 4.97378e-81 
-7.92299 1 5.2965e+09 202.673 -442.748 564.956 4.23096e-86 1.86731e-83 8.06411e-81 
-7.92189 1 5.27905e+09 202.186 -442.127 564.224 6.87407e-86 3.02956e-83 1.30656e-80 
-7.92079 1 5.26166e+09 201.7 -441.507 563.492 1.11607e-85 4.91186e-83 2.11547e-80 
-7.91969 1 5.24432e+09 201.215 -440.887 562.762 1.81081e-85 7.95824e-83 3.42284e-80 
-7.91859 1 5.22704e+09 200.73 -440.269 562.032 2.93602e-85 1.28852e-82 5.5344e-80 
-7.91749 1 5.20982e+09 200.246 -439.651 561.303 4.75718e-85 2.08483e-82 8.9425e-80 
-7.91639 1 5.19265e+09 199.763 -439.034 560.574 7.70273e-85 3.37097e-82 1.44395e-79 
-7.91529 1 5.17554e+09 199.28 -438.417 559.847 1.24636e-84 5.44683e-82 2.32997e-79 
-7.91419 1 5.15849e+09 198.798 -437.802 559.121 2.01535e-84 8.79506e-82 3.75711e-79 
-7.91309 1 5.14149e+09 198.317 -437.187 558.395 3.25659e-84 1.41919e-81 6.05429e-79 
-7.91199 1 5.12455e+09 197.836 -436.573 557.67 5.25875e-84 2.28848e-81 9.74942e-79 
-7.91089 1 5.10767e+09 197.356 -435.96 556.946 8.48609e-84 3.68774e-81 1.56892e-78 
-7.90979 1 5.09084e+09 196.877 -435.348 556.223 1.36849e-83 5.93857e-81 2.52308e-78 
-7.90869 1 5.07406e+09 196.398 -434.736 555.501 2.20537e-83 9.55675e-81 4.05478e-78 
-7.90759 1 5.05735e+09 195.92 -434.126 554.78 3.55164e-83 1.5369e-80 6.51196e-78 
-7.90649 1 5.04068e+09 195.443 -433.516 554.059 5.71591e-83 2.46997e-80 1.04512e-77 
-7.90539 1 5.02407e+09 194.967 -432.907 553.339 9.19287e-83 3.96684e-80 1.6762e-77 
-7.90429 1 5.00752e+09 194.491 -432.298 552.62 1.47749e-82 6.3666e-80 2.68655e-77 
-7.90319 1 4.99102e+09 194.016 -431.691 551.902 2.37306e-82 1.02113e-79 4.30304e-77 
-7.90209 1 4.97458e+09 193.541 -431.084 551.185 3.80893e-82 1.63667e-79 6.88754e-77 
-7.90099 1 4.95819e+09 193.067 -430.478 550.469 6.10952e-82 2.62152e-79 1.1017e-76 
-7.89989 1 4.94185e+09 192.594 -429.873 549.753 9.79313e-82 4.19619e-79 1.76105e-76 
-7.89879 1 4.92557e+09 192.121 -429.268 549.039 1.56873e-81 6.71225e-79 2.81315e-76 
-7.89769 1 4.90934e+09 191.649 -428.665 548.325 2.51122e-81 1.07298e-78 4.4908e-76 
-7.89659 1 4.89316e+09 191.178 -428.062 547.612 4.01729e-81 1.71407e-78 7.16418e-76 
-7.89549 1 4.87704e+09 190.707 -427.46 546.899 6.42234e-81 2.73638e-78 1.14215e-75 
-7.89439 1 4.86097e+09 190.238 -426.859 546.188 1.02605e-80 4.36553e-78 1.81965e-75 
-7.89329 1 4.84495e+09 189.768 -426.258 545.477 1.63815e-80 6.96003e-78 2.89713e-75 
-7.89219 1 4.82899e+09 189.3 -425.658 544.768 2.61368e-80 1.10891e-77 4.60958e-75 
-7.89109 1 4.81308e+09 188.832 -425.06 544.059 4.1674e-80 1.76562e-77 7.32938e-75 
-7.88999 1 4.79722e+09 188.364 -424.461 543.351 6.64037e-80 2.80939e-77 1.16463e-74 
-7.88889 1 4.78141e+09 187.898 -423.864 542.644 1.05739e-79 4.46724e-77 1.84936e-74 
-7.88779 1 4.76566e+09 187.432 -423.267 541.937 1.68263e-79 7.09876e-77 2.93474e-74 
-7.88669 1 4.74996e+09 186.967 -422.672 541.232 2.67584e-79 1.1273e-76 4.65407e-74 
-7.88559 1 4.73431e+09 186.502 -422.077 540.527 4.25253e-79 1.78901e-76 7.37585e-74 
-7.88449 1 4.71871e+09 186.038 -421.482 539.823 6.75382e-79 2.83729e-76 1.16817e-73 
-7.88339 1 4.70316e+09 185.575 -420.889 539.12 1.07193e-78 4.49685e-76 1.84891e-73 
-7.88229 1 4.68766e+09 185.112 -420.296 538.417 1.70021e-78 7.12246e-76 2.92445e-73 
-7.88119 1 4.67222e+09 184.65 -419.704 537.716 2.69498e-78 1.12738e-75 4.62261e-73 
-7.88009 1 4.65682e+09 184.188 -419.113 537.015 4.26899e-78 1.7833e-75 7.3021e-73 
-7.87899 1 4.64148e+09 183.728 -418.523 536.316 6.7579e-78 2.81902e-75 1.15273e-72 
-7.87789 1 4.62619e+09 183.268 -417.933 535.617 1.0691e-77 4.45338e-75 1.81854e-72 
-7.87679 1 4.61094e+09 182.808 -417.344 534.918 1.69021e-77 7.03071e-75 2.86706e-72 
-7.87569 1 4.59575e+09 182.349 -416.756 534.221 2.67044e-77 1.10925e-74 4.5172e-72 
-7.87459 1 4.58061e+09 181.891 -416.169 533.524 4.21643e-77 1.74894e-74 7.11247e-72 
-7.87349 1 4.56552e+09 181.434 -415.582 532.829 6.65312e-77 2.75576e-74 1.11916e-71 
-7.87239 1 4.55047e+09 180.977 -414.996 532.134 1.04912e-76 4.33939e-74 1.75988e-71 
-7.87129 1 4.53548e+09 180.521 -414.411 531.44 1.65328e-76 6.82867e-74 2.76562e-71 
-7.87019 1 4.52054e+09 180.065 -413.827 530.746 2.60369e-76 1.0739e-73 4.34334e-71 
-7.86909 1 4.50564e+09 179.61 -413.244 530.054 4.09781e-76 1.68776e-73 6.81673e-71 
-7.86799 1 4.4908e+09 179.156 -412.661 529.362 6.4452e-76 2.65083e-73 1.06918e-70 
-7.86689 1 4.476e+09 178.702 -412.079 528.671 1.01308e-75 4.16076e-73 1.67588e-70 
-7.86579 1 4.46125e+09 178.249 -411.498 527.981 1.59136e-75 6.52659e-73 2.62519e-70 
-7.86469 1 4.44655e+09 177.797 -410.917 527.292 2.49816e-75 1.02311e-72 4.1096e-70 
-7.86359 1 4.4319e+09 177.345 -410.338 526.603 3.91916e-75 1.6028e-72 6.42925e-70 
-7.86249 1 4.4173e+09 176.894 -409.759 525.916 6.14454e-75 2.50935e-72 1.00518e-69 
-7.86139 1 4.40274e+09 176.443 -409.18 525.229 9.6274e-75 3.92615e-72 1.57055e-69 
-7.86029 1 4.38824e+09 175.994 -408.603 524.543 1.50748e-74 6.13897e-72 2.45236e-69 
-7.85919 1 4.37378e+09 175.544 -408.026 523.858 2.35896e-74 9.59287e-72 3.82683e-69 
-7.85809 1 4.35937e+09 175.096 -407.45 523.173 3.68903e-74 1.49805e-71 5.96786e-69 
-7.85699 1 4.345e+09 174.648 -406.875 522.49 5.76541e-74 2.33791e-71 9.30086e-69 
-7.85589 1 4.33069e+09 174.201 -406.301 521.807 9.00477e-74 3.64633e-71 1.44861e-68 
-7.85479 1 4.31642e+09 173.754 -405.727 521.125 1.40553e-73 5.68341e-71 2.2548e-68 
-7.85369 1 4.3022e+09 173.308 -405.154 520.444 2.19248e-73 8.85295e-71 3.50743e-68 
-7.85259 1 4.28802e+09 172.863 -404.582 519.763 3.41788e-73 1.37814e-70 5.4525e-68 
-7.85149 1 4.27389e+09 172.418 -404.011 519.084 5.32481e-73 2.144e-70 8.47089e-68 
-7.85039 1 4.25981e+09 171.974 -403.44 518.405 8.29046e-73 3.33338e-70 1.31519e-67 
-7.84928 1 4.24577e+09 171.53 -402.87 517.727 1.28997e-72 5.1793e-70 2.04069e-67 
