x Xe ne tau dtaudx ddtauddx g dgdx ddgddx 
-4.0242 0.00018223 8.03414 0.000200217 -0.000310753 0.000486406 0.000310691 -0.00048901 -0.00946495 
-4.0231 0.000182214 8.00696 0.000199875 -0.000310212 0.000498818 0.00031015 -0.000494024 0.000349383 
-4.022 0.000182197 7.97987 0.000199534 -0.00030967 0.000485236 0.000309608 -0.000487642 0.0112538 
-4.0209 0.000182181 7.95287 0.000199194 -0.000309138 0.000482063 0.000309077 -0.000481278 0.000315727 
-4.0198 0.000182165 7.92596 0.000198854 -0.000308608 0.000481283 0.000308547 -0.000482063 -0.00174278 
-4.0187 0.000182149 7.89914 0.000198515 -0.000308075 0.000487575 0.000308014 -0.000487628 -0.00837501 
-4.0176 0.000182133 7.87242 0.000198176 -0.000307538 0.000490243 0.000307477 -0.000486287 0.010813 
-4.0165 0.000182116 7.84578 0.000197838 -0.000307008 0.00047328 0.000306947 -0.000478087 0.00409512 
-4.0154 0.0001821 7.81924 0.000197501 -0.000306481 0.000484356 0.00030642 -0.000481965 -0.0111452 
-4.0143 0.000182084 7.79279 0.000197164 -0.000305948 0.000484069 0.000305888 -0.000482008 0.0110664 
-4.0132 0.000182068 7.76643 0.000196828 -0.000305421 0.000474139 0.000305361 -0.000478819 -0.00526782 
-4.0121 0.000182052 7.74015 0.000196492 -0.000304892 0.000487092 0.000304832 -0.000480748 0.00176064 
-4.011 0.000182036 7.71397 0.000196157 -0.000304365 0.000472264 0.000304305 -0.000477946 0.00333417 
-4.0099 0.00018202 7.68788 0.000195822 -0.000303839 0.00048255 0.00030378 -0.000477606 -0.00271724 
-4.0088 0.000182004 7.66187 0.000195488 -0.000303313 0.00047427 0.000303254 -0.000477965 0.00206435 
-4.0077 0.000181988 7.63596 0.000195155 -0.000302789 0.00047907 0.00030273 -0.000474659 0.00394588 
-4.0066 0.000181972 7.61013 0.000194822 -0.000302268 0.000468149 0.000302209 -0.000473129 -0.00116283 
-4.0055 0.000181956 7.58439 0.00019449 -0.000301746 0.000479979 0.000301687 -0.000474744 -0.00177467 
-4.0044 0.00018194 7.55874 0.000194158 -0.000301223 0.000470635 0.000301165 -0.000474906 0.00148148 
-4.0033 0.000181924 7.53317 0.000193827 -0.000300701 0.000478145 0.000300643 -0.000473625 0.000846312 
-4.0022 0.000181908 7.5077 0.000193497 -0.000300182 0.000466467 0.000300124 -0.000469587 0.00649492 
-4.0011 0.000181892 7.4823 0.000193167 -0.000299667 0.000469597 0.000299609 -0.000467953 -0.00352372 
-4 0.000181877 7.457 0.000192837 -0.000299151 0.000468753 0.000299093 -0.000469141 0.001363 
-3.9989 0.000181861 7.43178 0.000192509 -0.000298635 0.000468998 0.000298577 -0.000468556 -0.000297954 
-3.9978 0.000181845 7.40665 0.00019218 -0.000298119 0.000468862 0.000298062 -0.000468978 -0.000470685 
-3.9967 0.000181829 7.38161 0.000191853 -0.000297603 0.000469162 0.000297546 -0.000468284 0.00173325 
-3.9956 0.000181813 7.35664 0.000191526 -0.000297088 0.000468101 0.000297031 -0.000469744 -0.00438815 
-3.9945 0.000181798 7.33177 0.000191199 -0.00029657 0.000472045 0.000296514 -0.000467782 0.00795505 
-3.9934 0.000181782 7.30698 0.000190873 -0.000296059 0.000457328 0.000296003 -0.000462342 0.00193603 
-3.9923 0.000181766 7.28227 0.000190548 -0.000295551 0.000467161 0.000295494 -0.000462589 -0.00238537 
-3.9912 0.00018175 7.25765 0.000190223 -0.00029504 0.000460583 0.000294984 -0.0004646 -0.0012705 
-3.9901 0.000181735 7.23311 0.000189898 -0.00029453 0.000468045 0.000294474 -0.000462518 0.00505537 
-3.989 0.000181719 7.20866 0.000189575 -0.000294023 0.000453793 0.000293967 -0.00045998 -0.00044171 
-3.9879 0.000181703 7.18428 0.000189252 -0.000293516 0.000467265 0.00029346 -0.000460865 -0.00116625 
-3.9868 0.000181688 7.16 0.000188929 -0.000293009 0.000454682 0.000292953 -0.000460031 0.00268104 
-3.9857 0.000181672 7.13579 0.000188607 -0.000292503 0.00046449 0.000292448 -0.000459652 -0.0019921 
-3.9846 0.000181656 7.11167 0.000188285 -0.000291997 0.000455879 0.000291942 -0.000459636 0.00202272 
-3.9835 0.000181641 7.08763 0.000187964 -0.000291492 0.00046248 0.000291437 -0.000458864 -0.000620457 
-3.9824 0.000181625 7.06367 0.000187644 -0.000290988 0.000453705 0.000290933 -0.000455694 0.00638342 
-3.9813 0.00018161 7.03979 0.000187324 -0.000290488 0.000455149 0.000290434 -0.000454894 -0.00492841 
-3.9802 0.000181594 7.01599 0.000187005 -0.000289986 0.000458148 0.000289931 -0.000456937 0.00121455 
-3.9791 0.000181578 6.99228 0.000186686 -0.000289484 0.000453726 0.00028943 -0.000454098 0.00394642 
-3.978 0.000181563 6.96864 0.000186368 -0.000288987 0.000450377 0.000288933 -0.000449626 0.00418381 
-3.9769 0.000181547 6.94509 0.00018605 -0.000288491 0.000450159 0.000288438 -0.000453352 -0.0109584 
-3.9758 0.000181532 6.92162 0.000185733 -0.000287989 0.000463398 0.000287935 -0.000457099 0.00414612 
-3.9747 0.000181516 6.89822 0.000185417 -0.000287488 0.000446733 0.000287435 -0.000452776 0.00371403 
-3.9736 0.000181501 6.87491 0.000185101 -0.000286992 0.000455065 0.000286939 -0.00044869 0.00371437 
-3.9725 0.000181486 6.85167 0.000184785 -0.000286501 0.0004384 0.000286448 -0.000444367 0.00414525 
-3.9714 0.00018147 6.82852 0.00018447 -0.000286011 0.000451639 0.000285958 -0.000448113 -0.0109555 
-3.9703 0.000181455 6.80544 0.000184156 -0.000285514 0.00045142 0.000285462 -0.000451843 0.00417446 
-3.9692 0.000181439 6.78244 0.000183842 -0.00028502 0.000448073 0.000284967 -0.000447359 0.00397631 
-3.9681 0.000181424 6.75952 0.000183529 -0.000284529 0.000443643 0.000284477 -0.000444555 0.00112195 
-3.967 0.000181409 6.73668 0.000183216 -0.000284039 0.000446675 0.000283987 -0.000446497 -0.00465307 
-3.9659 0.000181393 6.71392 0.000182904 -0.000283547 0.000447997 0.000283495 -0.000445966 0.00561837 
-3.9648 0.000181378 6.69123 0.000182592 -0.000283059 0.000439678 0.000283007 -0.000442185 0.00125515 
-3.9637 0.000181363 6.66862 0.000182281 -0.000282573 0.000444578 0.000282521 -0.000442221 -0.00132037 
-3.9626 0.000181347 6.64609 0.00018197 -0.000282085 0.000442313 0.000282033 -0.000444687 -0.00316217 
-3.9615 0.000181332 6.62363 0.00018166 -0.000281596 0.000446472 0.000281545 -0.000441584 0.00880335 
-3.9604 0.000181317 6.60125 0.000181351 -0.000281113 0.000432102 0.000281062 -0.000439059 -0.00421341 
-3.9593 0.000181302 6.57895 0.000181042 -0.000280628 0.00044935 0.000280577 -0.000441266 0.00020151 
-3.9582 0.000181287 6.55672 0.000180733 -0.000280144 0.000430802 0.000280093 -0.000437332 0.00695136 
-3.9571 0.000181271 6.53457 0.000180426 -0.000279663 0.000442657 0.000279613 -0.000438876 -0.00975983 
-3.956 0.000181256 6.5125 0.000180118 -0.000279177 0.00044084 0.000279127 -0.00044165 0.00471746 
-3.9549 0.000181241 6.49049 0.000179811 -0.000278695 0.000436252 0.000278645 -0.000434463 0.00834886 
-3.9538 0.000181226 6.46857 0.000179505 -0.000278219 0.000429365 0.000278169 -0.000433626 -0.00682833 
-3.9527 0.000181211 6.44672 0.000179199 -0.000277739 0.000443467 0.000277689 -0.000437772 -0.000707866 
-3.9516 0.000181196 6.42494 0.000178894 -0.000277258 0.000430018 0.000277209 -0.000433829 0.00787618 
-3.9505 0.00018118 6.40324 0.000178589 -0.000276783 0.000433639 0.000276734 -0.000431698 -0.00400312 
-3.94939 0.000181165 6.38161 0.000178285 -0.000276307 0.000432604 0.000276257 -0.000433305 0.00108258 
-3.94829 0.00018115 6.36005 0.000177981 -0.00027583 0.000433122 0.000275781 -0.000432115 0.00108109 
-3.94719 0.000181135 6.33857 0.000177678 -0.000275354 0.000432087 0.000275306 -0.00043372 -0.0039992 
-3.94609 0.00018112 6.31716 0.000177375 -0.000274877 0.000435707 0.000274828 -0.000431594 0.00786363 
-3.94499 0.000181105 6.29582 0.000177073 -0.000274405 0.000422262 0.000274357 -0.000427636 -0.000667621 
-3.94389 0.00018109 6.27456 0.000176772 -0.000273933 0.000436352 0.000273884 -0.000431828 -0.00695406 
-3.94279 0.000181075 6.25337 0.00017647 -0.000273457 0.000429507 0.000273408 -0.000430853 0.00872704 
-3.94169 0.00018106 6.23225 0.00017617 -0.000272987 0.000424762 0.000272939 -0.000424047 0.00364598 
-3.94059 0.000181045 6.2112 0.00017587 -0.00027252 0.000423534 0.000272472 -0.000425908 -0.0070287 
-3.93949 0.00018103 6.19023 0.00017557 -0.000272049 0.000433189 0.000272001 -0.000428954 0.00149017 
-3.93839 0.000181016 6.16932 0.000175271 -0.000271578 0.000422853 0.00027153 -0.000426526 0.00292474 
-3.93729 0.000181001 6.14849 0.000174973 -0.00027111 0.000427489 0.000271063 -0.000423624 0.00235019 
-3.93619 0.000180986 6.12773 0.000174675 -0.000270645 0.000419281 0.000270597 -0.000423756 -0.00258879 
-3.93509 0.000180971 6.10704 0.000174377 -0.000270178 0.00042944 0.000270131 -0.000423705 0.00268179 
-3.93399 0.000180956 6.08641 0.00017408 -0.000269713 0.000415046 0.000269666 -0.000420356 0.00340528 
-3.93289 0.000180941 6.06586 0.000173784 -0.00026925 0.000426391 0.000269204 -0.000422879 -0.00799116 
-3.93179 0.000180926 6.04538 0.000173488 -0.000268783 0.00042246 0.000268737 -0.000422685 0.00834412 
-3.93069 0.000180912 6.02497 0.000173192 -0.000268321 0.000417822 0.000268275 -0.000419208 -0.00202391 
-3.92959 0.000180897 6.00463 0.000172898 -0.000267859 0.000422268 0.000267813 -0.000420172 0.000272193 
-3.92849 0.000180882 5.98435 0.000172603 -0.000267397 0.00041814 0.000267351 -0.000419985 6.65675e-05 
-3.92739 0.000180867 5.96415 0.000172309 -0.000266935 0.000421188 0.000266889 -0.000418627 0.00240296 
-3.92629 0.000180853 5.94401 0.000172016 -0.000266476 0.000413122 0.00026643 -0.000415105 0.0040001 
-3.92519 0.000180838 5.92395 0.000171723 -0.000266021 0.000415284 0.000265975 -0.000414174 -0.00230761 
-3.92409 0.000180823 5.90395 0.000171431 -0.000265564 0.000414702 0.000265519 -0.000414937 0.000920136 
-3.92299 0.000180808 5.88402 0.000171139 -0.000265108 0.000414868 0.000265062 -0.000414563 -0.000239854 
-3.92189 0.000180794 5.86415 0.000170847 -0.000264651 0.000414788 0.000264606 -0.000414802 -0.000194751 
-3.92079 0.000180779 5.84436 0.000170556 -0.000264195 0.000414944 0.00026415 -0.000414464 0.00081002 
-3.91969 0.000180764 5.82463 0.000170266 -0.000263739 0.000414399 0.000263694 -0.000415112 -0.00198781 
-3.91859 0.00018075 5.80497 0.000169976 -0.000263282 0.000416422 0.000263237 -0.000414495 0.00310814 
-3.91749 0.000180735 5.78537 0.000169687 -0.000262828 0.000408874 0.000262783 -0.000410245 0.00461821 
-3.91639 0.000180721 5.76585 0.000169398 -0.000262377 0.000409991 0.000262333 -0.000409932 -0.00404801 
-3.91529 0.000180706 5.74639 0.000169109 -0.000261925 0.00041307 0.00026188 -0.000412086 0.000130913 
-3.91419 0.000180691 5.72699 0.000168821 -0.000261473 0.000408656 0.000261429 -0.000408074 0.00716361 
-3.91309 0.000180677 5.70766 0.000168534 -0.000261025 0.000405198 0.000260981 -0.000408162 -0.0073232 
-3.91199 0.000180662 5.6884 0.000168247 -0.000260574 0.000414426 0.00026053 -0.000408673 0.00639331 
-3.91089 0.000180648 5.6692 0.000167961 -0.000260127 0.000399005 0.000260083 -0.000405909 -0.00136817 
-3.90979 0.000180633 5.65007 0.000167675 -0.000259679 0.000415389 0.000259635 -0.000408613 -0.00354802 
-3.90869 0.000180619 5.631 0.000167389 -0.00025923 0.000401346 0.000259186 -0.000405517 0.00917644 
-3.90759 0.000180604 5.612 0.000167104 -0.000258786 0.000405064 0.000258743 -0.000403224 -0.00500663 
-3.90649 0.00018059 5.59306 0.00016682 -0.000258341 0.000404235 0.000258298 -0.000404344 0.00296965 
-3.90539 0.000180576 5.57418 0.000166536 -0.000257896 0.000403831 0.000257853 -0.000404643 -0.00351273 
-3.90429 0.000180561 5.55537 0.000166253 -0.000257451 0.000406277 0.000257408 -0.000403542 0.0055134 
-3.90319 0.000180547 5.53663 0.00016597 -0.000257009 0.000396898 0.000256966 -0.000400312 0.000360054 
-3.90209 0.000180532 5.51795 0.000165687 -0.000256568 0.000404913 0.000256525 -0.000401894 -0.00323686 
-3.90099 0.000180518 5.49933 0.000165405 -0.000256125 0.000400268 0.000256083 -0.000401806 0.00339621 
-3.89989 0.000180504 5.48077 0.000165124 -0.000255684 0.000401813 0.000255642 -0.000400983 -0.00189915 
-3.89879 0.000180489 5.46228 0.000164843 -0.000255243 0.000400278 0.000255201 -0.000399732 0.00417309 
-3.89769 0.000180475 5.44385 0.000164562 -0.000254805 0.000395858 0.000254763 -0.000396642 0.00144401 
-3.89659 0.000180461 5.42548 0.000164282 -0.000254369 0.000397038 0.000254327 -0.000396463 -0.00111787 
-3.89549 0.000180446 5.40718 0.000164002 -0.000253932 0.000396736 0.00025389 -0.000396731 0.000630186 
-3.89439 0.000180432 5.38894 0.000163723 -0.000253495 0.000396764 0.000253454 -0.000396745 -0.000655891 
-3.89329 0.000180418 5.37076 0.000163445 -0.000253059 0.000396956 0.000253018 -0.000396341 0.00139187 
-3.89219 0.000180404 5.35264 0.000163166 -0.000252623 0.000396158 0.000252581 -0.00039737 -0.00326336 
-3.89109 0.000180389 5.33458 0.000162889 -0.000252185 0.000399157 0.000252144 -0.000396052 0.00565939 
-3.88999 0.000180375 5.31658 0.000162612 -0.000251752 0.000387961 0.000251711 -0.000391302 0.00297549 
-3.88889 0.000180361 5.29865 0.000162335 -0.000251322 0.000393675 0.000251281 -0.000391105 -0.00261661 
-3.88779 0.000180347 5.28078 0.000162059 -0.000250891 0.000391032 0.00025085 -0.000393031 -0.0008842 
-3.88669 0.000180333 5.26296 0.000161783 -0.000250458 0.000395891 0.000250417 -0.000393456 0.000110705 
-3.88559 0.000180319 5.24521 0.000161508 -0.000250027 0.000388116 0.000249986 -0.000388781 0.00838871 
-3.88449 0.000180304 5.22752 0.000161233 -0.0002496 0.000387301 0.00024956 -0.000389803 -0.0102467 
-3.88339 0.00018029 5.20989 0.000160958 -0.000249168 0.000398337 0.000249128 -0.000392838 0.00472892 
-3.88229 0.000180276 5.19231 0.000160684 -0.000248739 0.000382062 0.000248699 -0.000387149 0.0056141 
-3.88119 0.000180262 5.1748 0.000160411 -0.000248313 0.000391037 0.000248274 -0.000388067 -0.00728281 
-3.88009 0.000180248 5.15735 0.000160138 -0.000247884 0.000389447 0.000247844 -0.000390215 0.00337785 
-3.87899 0.000180234 5.13995 0.000159866 -0.000247457 0.00038683 0.000247418 -0.000385475 0.00523955 
-3.87789 0.00018022 5.12262 0.000159594 -0.000247035 0.000380853 0.000246995 -0.00038309 -0.00090346 
-3.87679 0.000180206 5.10534 0.000159322 -0.000246611 0.000389344 0.000246572 -0.000388252 -0.0084821 
-3.87569 0.000180192 5.08813 0.000159051 -0.000246183 0.000388409 0.000246144 -0.000385092 0.0142265 
-3.87459 0.000180178 5.07097 0.00015878 -0.000245764 0.00037464 0.000245725 -0.00038185 -0.00833247 
-3.87349 0.000180164 5.05387 0.00015851 -0.000245341 0.000394581 0.000245302 -0.000385183 0.00227347 
-3.87239 0.00018015 5.03682 0.000158241 -0.000244918 0.000373674 0.000244879 -0.000382905 0.00186851 
-3.87129 0.000180136 5.01984 0.000157971 -0.000244497 0.00039227 0.000244458 -0.000383773 -0.00344747 
-3.87019 0.000180122 5.00291 0.000157703 -0.000244075 0.000374866 0.000244036 -0.000380901 0.0086693 
-3.86909 0.000180108 4.98604 0.000157434 -0.000243659 0.000380795 0.000243621 -0.000376101 5.66262e-05 
-3.86799 0.000180094 4.96923 0.000157167 -0.000243244 0.000374485 0.000243205 -0.000380393 -0.00785835 
-3.86689 0.00018008 4.95248 0.000156899 -0.000242821 0.000393794 0.000242783 -0.000386954 -0.00406932 
-3.86579 0.000180066 4.93578 0.000156632 -0.000242397 0.000376976 0.000242359 -0.000379652 0.0173437 
-3.86469 0.000180053 4.91914 0.000156366 -0.000241986 0.000370833 0.000241948 -0.000371598 -0.00270137 
-3.86359 0.000180039 4.90255 0.0001561 -0.000241575 0.000376151 0.000241537 -0.000375444 -0.0042902 
-3.86249 0.000180025 4.88602 0.000155834 -0.000241159 0.000379059 0.000241122 -0.000379216 -0.00256718 
-3.86139 0.000180011 4.86955 0.000155569 -0.000240742 0.000380145 0.000240704 -0.000378611 0.00366566 
-3.86029 0.000179997 4.85313 0.000155305 -0.000240328 0.000372891 0.00024029 -0.000373998 0.00472055 
-3.85919 0.000179984 4.83677 0.000155041 -0.000239917 0.000373769 0.00023988 -0.000374242 -0.00516394 
-3.85809 0.00017997 4.82047 0.000154777 -0.000239504 0.00037751 0.000239467 -0.000375246 0.00333839 
-3.85699 0.000179956 4.80422 0.000154514 -0.000239092 0.000370686 0.000239055 -0.000373291 0.000215792 
-3.85589 0.000179942 4.78802 0.000154251 -0.000238681 0.000376206 0.000238644 -0.000373529 -0.000647842 
-3.85479 0.000179929 4.77188 0.000153988 -0.000238271 0.000369967 0.000238234 -0.000371502 0.00433388 
-3.85369 0.000179915 4.7558 0.000153727 -0.000237863 0.000371367 0.000237826 -0.000371041 -0.003496 
-3.85259 0.000179901 4.73977 0.000153465 -0.000237454 0.000372005 0.000237418 -0.000370713 0.00409202 
-3.85149 0.000179887 4.72379 0.000153204 -0.000237047 0.000368054 0.000237011 -0.000370575 -0.00384086 
-3.85039 0.000179874 4.70787 0.000152944 -0.000236639 0.0003742 0.000236603 -0.000369781 0.00528336 
-3.84928 0.00017986 4.692 0.000152683 -0.000236233 0.000362585 0.000236197 -0.000368185 -0.00238109 
-3.84818 0.000179846 4.67619 0.000152424 -0.000235827 0.000375847 0.000235791 -0.000369632 -0.000249775 
-3.84708 0.000179833 4.66043 0.000152165 -0.000235422 0.000361469 0.000235386 -0.000366237 0.00642244 
-3.84598 0.000179819 4.64472 0.000151906 -0.00023502 0.000369648 0.000234984 -0.000367401 -0.00853932 
-3.84488 0.000179806 4.62907 0.000151647 -0.000234613 0.000369345 0.000234578 -0.000368656 0.00625709 
-3.84378 0.000179792 4.61346 0.00015139 -0.000234211 0.000362376 0.000234175 -0.00036338 0.00333529 
-3.84268 0.000179779 4.59792 0.000151132 -0.000233811 0.0003635 0.000233776 -0.00036356 -0.0036623 
-3.84158 0.000179765 4.58242 0.000150875 -0.00023341 0.000365975 0.000233375 -0.000364749 0.00150139 
-3.84048 0.000179751 4.56698 0.000150619 -0.000233009 0.00036397 0.000232973 -0.000365918 -0.00362666 
-3.83938 0.000179738 4.55159 0.000150362 -0.000232605 0.000369514 0.00023257 -0.000366068 0.00335381 
-3.83828 0.000179724 4.53625 0.000150107 -0.000232205 0.000358361 0.00023217 -0.000361196 0.00550311 
-3.83718 0.000179711 4.52097 0.000149852 -0.000231809 0.000361356 0.000231774 -0.000359888 -0.00312561 
-3.83608 0.000179697 4.50573 0.000149597 -0.000231412 0.000360528 0.000231377 -0.000361008 0.00108949 
-3.83498 0.000179684 4.49055 0.000149342 -0.000231015 0.000360846 0.00023098 -0.000360322 0.000157434 
-3.83388 0.000179671 4.47542 0.000149089 -0.000230618 0.000360402 0.000230584 -0.000360993 -0.00137753 
-3.83278 0.000179657 4.46034 0.000148835 -0.000230221 0.00036186 0.000230187 -0.000360328 0.00258712 
-3.83168 0.000179644 4.44531 0.000148582 -0.000229826 0.000356473 0.000229792 -0.000357948 0.00174067 
-3.83058 0.00017963 4.43033 0.000148329 -0.000229433 0.000358527 0.000229399 -0.000357245 -0.000462929 
-3.82948 0.000179617 4.41541 0.000148077 -0.00022904 0.000355699 0.000229006 -0.000356278 0.00221973 
-3.82838 0.000179604 4.40053 0.000147825 -0.000228648 0.000355938 0.000228614 -0.000355804 -0.00135807 
-3.82728 0.00017959 4.38571 0.000147574 -0.000228256 0.000357811 0.000228222 -0.000357953 -0.00254822 
-3.82618 0.000179577 4.37093 0.000147323 -0.000227861 0.000359096 0.000227828 -0.000357738 0.00293883 
-3.82508 0.000179564 4.35621 0.000147073 -0.00022747 0.000352085 0.000227437 -0.000352599 0.00640484 
-3.82398 0.00017955 4.34153 0.000146823 -0.000227083 0.000351789 0.00022705 -0.000353827 -0.00863745 
-3.82288 0.000179537 4.32691 0.000146573 -0.000226691 0.000359984 0.000226658 -0.000354944 0.00660651 
-3.82178 0.000179524 4.31233 0.000146324 -0.000226303 0.000345536 0.00022627 -0.000351718 -0.000741125 
-3.82068 0.00017951 4.2978 0.000146075 -0.000225916 0.00035906 0.000225883 -0.000352744 -0.00112526 
-3.81958 0.000179497 4.28333 0.000145827 -0.000225528 0.000346465 0.000225495 -0.000351874 0.00270754 
-3.81848 0.000179484 4.2689 0.000145579 -0.000225141 0.000356268 0.000225108 -0.000351535 -0.0020917 
-3.81738 0.000179471 4.25452 0.000145332 -0.000224754 0.000347689 0.000224721 -0.000351409 0.00232097 
-3.81628 0.000179457 4.24019 0.000145084 -0.000224368 0.000354165 0.000224335 -0.000350936 -0.00146075 
-3.81518 0.000179444 4.22591 0.000144838 -0.000223983 0.000345857 0.00022395 -0.000347056 0.00851454 
-3.81408 0.000179431 4.21167 0.000144592 -0.000223603 0.000345558 0.00022357 -0.000347395 -0.00913042 
-3.81298 0.000179418 4.19749 0.000144346 -0.000223217 0.000355064 0.000223185 -0.00035082 0.00290359 
-3.81188 0.000179405 4.18335 0.000144101 -0.000222832 0.000344394 0.0002228 -0.000348843 0.000689346 
-3.81078 0.000179392 4.16926 0.000143856 -0.00022245 0.000350515 0.000222418 -0.000344756 0.00674092 
-3.80968 0.000179379 4.15522 0.000143611 -0.000222072 0.0003367 0.00022204 -0.000344721 -0.00667684 
-3.80858 0.000179365 4.14123 0.000143367 -0.00022169 0.000358785 0.000221658 -0.000349815 -0.00258302 
-3.80748 0.000179352 4.12728 0.000143123 -0.000221306 0.000338369 0.000221274 -0.000344383 0.0124569 
-3.80638 0.000179339 4.11338 0.00014288 -0.000220931 0.000343839 0.000220899 -0.000341104 -0.00649512 
-3.80528 0.000179326 4.09953 0.000142637 -0.000220553 0.000342374 0.000220522 -0.000343246 0.0026009 
-3.80418 0.000179313 4.08573 0.000142395 -0.000220177 0.000342763 0.000220145 -0.000342352 -0.000975272 
-3.80308 0.0001793 4.07197 0.000142153 -0.0002198 0.000342674 0.000219768 -0.000342623 0.000481868 
-3.80198 0.000179287 4.05826 0.000141911 -0.000219423 0.00034264 0.000219391 -0.000342699 -0.000620282 
-3.80088 0.000179274 4.04459 0.00014167 -0.000219046 0.000342863 0.000219015 -0.000342226 0.00148178 
-3.79978 0.000179261 4.03097 0.000141429 -0.000218669 0.000342006 0.000218638 -0.000343378 -0.00357692 
-3.79868 0.000179248 4.0174 0.000141189 -0.000218291 0.000345214 0.00021826 -0.000341817 0.00641567 
-3.79758 0.000179235 4.00387 0.000140949 -0.000217918 0.000333238 0.000217887 -0.000337288 0.00181716 
-3.79648 0.000179222 3.99039 0.000140709 -0.000217546 0.000341859 0.000217516 -0.000338786 -0.00453964 
-3.79538 0.000179209 3.97696 0.00014047 -0.000217173 0.000337387 0.000217142 -0.000338516 0.00502889 
-3.79428 0.000179196 3.96357 0.000140232 -0.000216801 0.000337638 0.000216771 -0.000337987 -0.00406709 
-3.79318 0.000179183 3.95022 0.000139993 -0.000216428 0.000341106 0.000216398 -0.000339621 0.00109725 
-3.79208 0.00017917 3.93693 0.000139755 -0.000216056 0.000336001 0.000216025 -0.000336739 0.00414158 
-3.79098 0.000179158 3.92367 0.000139518 -0.000215687 0.000334919 0.000215656 -0.000334898 -0.00079463 
-3.78988 0.000179145 3.91046 0.000139281 -0.000215318 0.000335333 0.000215288 -0.000334865 0.000855626 
-3.78878 0.000179132 3.8973 0.000139044 -0.000214949 0.000334758 0.000214919 -0.000335599 -0.00219076 
-3.78768 0.000179119 3.88418 0.000138808 -0.00021458 0.000336644 0.00021455 -0.000334421 0.0043325 
-3.78658 0.000179106 3.8711 0.000138572 -0.000214213 0.000329676 0.000214184 -0.000332744 -0.00128444 
-3.78548 0.000179093 3.85807 0.000138337 -0.000213846 0.000337624 0.000213817 -0.000334479 -0.00186952 
-3.78438 0.000179081 3.84509 0.000138102 -0.000213479 0.000330836 0.000213449 -0.000332428 0.00559916 
-3.78328 0.000179068 3.83214 0.000137867 -0.000213114 0.000332005 0.000213085 -0.000332212 -0.00520656 
-3.78218 0.000179055 3.81924 0.000137633 -0.000212748 0.000334118 0.000212718 -0.000331623 0.0062778 
-3.78108 0.000179042 3.80639 0.000137399 -0.000212385 0.000324497 0.000212356 -0.000327859 0.000564358 
-3.77998 0.000179029 3.79358 0.000137165 -0.000212023 0.000333812 0.000211994 -0.000331786 -0.00770354 
-3.77888 0.000179017 3.78081 0.000136932 -0.000211656 0.000333227 0.000211627 -0.000332477 0.00644653 
-3.77778 0.000179004 3.76808 0.0001367 -0.000211294 0.000326254 0.000211265 -0.000327542 0.00252535 
-3.77668 0.000178991 3.7554 0.000136467 -0.000210934 0.000327677 0.000210905 -0.000326933 -0.00141794 
-3.77558 0.000178979 3.74276 0.000136236 -0.000210573 0.000328956 0.000210544 -0.000330036 -0.004223 
-3.77448 0.000178966 3.73017 0.000136004 -0.00021021 0.000331436 0.000210181 -0.000327925 0.00806136 
-3.77338 0.000178953 3.71761 0.000135773 -0.000209851 0.000320239 0.000209823 -0.000325831 -0.00425499 
-3.77228 0.000178941 3.7051 0.000135542 -0.00020949 0.000335492 0.000209462 -0.000329329 -0.00210415 
-3.77118 0.000178928 3.69263 0.000135312 -0.000209129 0.000321747 0.000209101 -0.000325778 0.00855895 
-3.77008 0.000178915 3.68021 0.000135082 -0.000208773 0.000325404 0.000208745 -0.000323615 -0.00462576 
-3.76898 0.000178903 3.66782 0.000134853 -0.000208415 0.00032452 0.000208387 -0.00032485 0.0023806 
-3.76788 0.00017889 3.65548 0.000134624 -0.000208058 0.000324398 0.00020803 -0.000324726 -0.00215589 
-3.76678 0.000178878 3.64318 0.000134395 -0.000207701 0.000325769 0.000207673 -0.000324352 0.00283612 
-3.76568 0.000178865 3.63092 0.000134167 -0.000207345 0.000320408 0.000207318 -0.000321862 0.0016907 
-3.76458 0.000178852 3.6187 0.000133939 -0.000206992 0.000322446 0.000206964 -0.000321229 -0.000539009 
-3.76348 0.00017884 3.60653 0.000133711 -0.000206639 0.000319655 0.000206611 -0.000320141 0.00251673 
-3.76238 0.000178827 3.59439 0.000133484 -0.000206287 0.000319762 0.000206259 -0.000319973 -0.00221182 
-3.76128 0.000178815 3.5823 0.000133257 -0.000205934 0.000322125 0.000205906 -0.000321412 -0.000403627 
-3.76018 0.000178802 3.57024 0.000133031 -0.00020558 0.000321587 0.000205552 -0.000322266 -0.00114889 
-3.75908 0.00017879 3.55823 0.000132805 -0.000205226 0.000321376 0.000205199 -0.000319026 0.00703836 
-3.75798 0.000178777 3.54626 0.00013258 -0.000204877 0.000313738 0.00020485 -0.000318237 -0.0056044 
-3.75688 0.000178765 3.53433 0.000132354 -0.000204525 0.000326467 0.000204498 -0.000320496 0.00149869 
-3.75578 0.000178753 3.52244 0.00013213 -0.000204174 0.000310243 0.000204147 -0.000314646 0.00913586 
-3.75468 0.00017874 3.51059 0.000131905 -0.000203829 0.000317317 0.000203802 -0.000316825 -0.013096 
-3.75358 0.000178728 3.49878 0.000131681 -0.000203477 0.000323282 0.00020345 -0.000319794 0.00769673 
