z dL
3.95462 1.14462e+27 
3.95264 1.14392e+27 
3.95066 1.14322e+27 
3.94867 1.14252e+27 
3.9467 1.14182e+27 
3.94472 1.14112e+27 
3.94274 1.14041e+27 
3.94076 1.13971e+27 
3.93879 1.13902e+27 
3.93681 1.13832e+27 
3.93484 1.13762e+27 
3.93286 1.13692e+27 
3.93089 1.13622e+27 
3.92892 1.13552e+27 
3.92694 1.13482e+27 
3.92497 1.13413e+27 
3.923 1.13343e+27 
3.92103 1.13273e+27 
3.91907 1.13204e+27 
3.9171 1.13134e+27 
3.91513 1.13065e+27 
3.91317 1.12995e+27 
3.9112 1.12926e+27 
3.90924 1.12856e+27 
3.90727 1.12787e+27 
3.90531 1.12717e+27 
3.90335 1.12648e+27 
3.90139 1.12579e+27 
3.89942 1.12509e+27 
3.89747 1.1244e+27 
3.89551 1.12371e+27 
3.89355 1.12302e+27 
3.89159 1.12233e+27 
3.88963 1.12164e+27 
3.88768 1.12095e+27 
3.88572 1.12025e+27 
3.88377 1.11956e+27 
3.88182 1.11887e+27 
3.87986 1.11819e+27 
3.87791 1.1175e+27 
3.87596 1.11681e+27 
3.87401 1.11612e+27 
3.87206 1.11543e+27 
3.87011 1.11474e+27 
3.86816 1.11406e+27 
3.86622 1.11337e+27 
3.86427 1.11268e+27 
3.86232 1.112e+27 
3.86038 1.11131e+27 
3.85843 1.11062e+27 
3.85649 1.10994e+27 
3.85455 1.10925e+27 
3.85261 1.10857e+27 
3.85067 1.10788e+27 
3.84872 1.1072e+27 
3.84679 1.10652e+27 
3.84485 1.10583e+27 
3.84291 1.10515e+27 
3.84097 1.10447e+27 
3.83904 1.10379e+27 
3.8371 1.1031e+27 
3.83516 1.10242e+27 
3.83323 1.10174e+27 
3.8313 1.10106e+27 
3.82936 1.10038e+27 
3.82743 1.0997e+27 
3.8255 1.09902e+27 
3.82357 1.09834e+27 
3.82164 1.09766e+27 
3.81971 1.09698e+27 
3.81779 1.0963e+27 
3.81586 1.09562e+27 
3.81393 1.09495e+27 
3.81201 1.09427e+27 
3.81008 1.09359e+27 
3.80816 1.09291e+27 
3.80623 1.09224e+27 
3.80431 1.09156e+27 
3.80239 1.09089e+27 
3.80047 1.09021e+27 
3.79855 1.08953e+27 
3.79663 1.08886e+27 
3.79471 1.08818e+27 
3.79279 1.08751e+27 
3.79088 1.08684e+27 
3.78896 1.08616e+27 
3.78704 1.08549e+27 
3.78513 1.08482e+27 
3.78322 1.08414e+27 
3.7813 1.08347e+27 
3.77939 1.0828e+27 
3.77748 1.08213e+27 
3.77557 1.08146e+27 
3.77366 1.08079e+27 
3.77175 1.08011e+27 
3.76984 1.07944e+27 
3.76793 1.07877e+27 
3.76602 1.0781e+27 
3.76412 1.07744e+27 
3.76221 1.07677e+27 
3.76031 1.0761e+27 
3.7584 1.07543e+27 
3.7565 1.07476e+27 
3.7546 1.07409e+27 
3.75269 1.07343e+27 
3.75079 1.07276e+27 
3.74889 1.07209e+27 
3.74699 1.07143e+27 
3.74509 1.07076e+27 
3.7432 1.07009e+27 
3.7413 1.06943e+27 
3.7394 1.06876e+27 
3.73751 1.0681e+27 
3.73561 1.06743e+27 
3.73372 1.06677e+27 
3.73182 1.06611e+27 
3.72993 1.06544e+27 
3.72804 1.06478e+27 
3.72615 1.06412e+27 
3.72426 1.06345e+27 
3.72237 1.06279e+27 
3.72048 1.06213e+27 
3.71859 1.06147e+27 
3.7167 1.06081e+27 
3.71482 1.06015e+27 
3.71293 1.05949e+27 
3.71105 1.05883e+27 
3.70916 1.05817e+27 
3.70728 1.05751e+27 
3.7054 1.05685e+27 
3.70351 1.05619e+27 
3.70163 1.05553e+27 
3.69975 1.05487e+27 
3.69787 1.05421e+27 
3.69599 1.05356e+27 
3.69411 1.0529e+27 
3.69224 1.05224e+27 
3.69036 1.05159e+27 
3.68848 1.05093e+27 
3.68661 1.05027e+27 
3.68473 1.04962e+27 
3.68286 1.04896e+27 
3.68099 1.04831e+27 
3.67911 1.04765e+27 
3.67724 1.047e+27 
3.67537 1.04634e+27 
3.6735 1.04569e+27 
3.67163 1.04504e+27 
3.66976 1.04438e+27 
3.66789 1.04373e+27 
3.66603 1.04308e+27 
3.66416 1.04243e+27 
3.6623 1.04178e+27 
3.66043 1.04112e+27 
3.65857 1.04047e+27 
3.6567 1.03982e+27 
3.65484 1.03917e+27 
3.65298 1.03852e+27 
3.65112 1.03787e+27 
3.64926 1.03722e+27 
3.6474 1.03657e+27 
3.64554 1.03592e+27 
3.64368 1.03528e+27 
3.64182 1.03463e+27 
3.63997 1.03398e+27 
3.63811 1.03333e+27 
3.63625 1.03268e+27 
3.6344 1.03204e+27 
3.63255 1.03139e+27 
3.63069 1.03074e+27 
3.62884 1.0301e+27 
3.62699 1.02945e+27 
3.62514 1.02881e+27 
3.62329 1.02816e+27 
3.62144 1.02752e+27 
3.61959 1.02687e+27 
3.61774 1.02623e+27 
3.6159 1.02559e+27 
3.61405 1.02494e+27 
3.6122 1.0243e+27 
3.61036 1.02366e+27 
3.60851 1.02301e+27 
3.60667 1.02237e+27 
3.60483 1.02173e+27 
3.60299 1.02109e+27 
3.60115 1.02045e+27 
3.5993 1.01981e+27 
3.59747 1.01917e+27 
3.59563 1.01853e+27 
3.59379 1.01789e+27 
3.59195 1.01725e+27 
3.59011 1.01661e+27 
3.58828 1.01597e+27 
3.58644 1.01533e+27 
3.58461 1.01469e+27 
3.58277 1.01405e+27 
3.58094 1.01341e+27 
3.57911 1.01278e+27 
3.57728 1.01214e+27 
3.57545 1.0115e+27 
3.57362 1.01087e+27 
3.57179 1.01023e+27 
3.56996 1.0096e+27 
3.56813 1.00896e+27 
3.5663 1.00832e+27 
3.56448 1.00769e+27 
3.56265 1.00705e+27 
3.56082 1.00642e+27 
3.559 1.00579e+27 
3.55718 1.00515e+27 
3.55535 1.00452e+27 
3.55353 1.00389e+27 
3.55171 1.00325e+27 
3.54989 1.00262e+27 
3.54807 1.00199e+27 
3.54625 1.00136e+27 
3.54443 1.00073e+27 
3.54261 1.0001e+27 
3.5408 9.99464e+26 
3.53898 9.98834e+26 
3.53717 9.98204e+26 
3.53535 9.97574e+26 
3.53354 9.96944e+26 
3.53172 9.96315e+26 
3.52991 9.95686e+26 
3.5281 9.95058e+26 
3.52629 9.94429e+26 
3.52448 9.93801e+26 
3.52267 9.93174e+26 
3.52086 9.92546e+26 
3.51905 9.91919e+26 
3.51724 9.91292e+26 
3.51543 9.90666e+26 
3.51363 9.9004e+26 
3.51182 9.89414e+26 
3.51002 9.88788e+26 
3.50821 9.88163e+26 
3.50641 9.87538e+26 
3.50461 9.86914e+26 
3.50281 9.86289e+26 
3.50101 9.85666e+26 
3.49921 9.85042e+26 
3.49741 9.84419e+26 
3.49561 9.83795e+26 
3.49381 9.83173e+26 
3.49201 9.8255e+26 
3.49021 9.81928e+26 
3.48842 9.81306e+26 
3.48662 9.80685e+26 
3.48483 9.80064e+26 
3.48303 9.79443e+26 
3.48124 9.78822e+26 
3.47945 9.78202e+26 
3.47766 9.77582e+26 
3.47587 9.76963e+26 
3.47408 9.76343e+26 
3.47229 9.75724e+26 
3.4705 9.75106e+26 
3.46871 9.74487e+26 
3.46692 9.73869e+26 
3.46513 9.73251e+26 
3.46335 9.72634e+26 
3.46156 9.72017e+26 
3.45978 9.714e+26 
3.45799 9.70783e+26 
3.45621 9.70167e+26 
3.45443 9.69551e+26 
3.45265 9.68935e+26 
3.45087 9.6832e+26 
3.44909 9.67705e+26 
3.44731 9.6709e+26 
3.44553 9.66476e+26 
3.44375 9.65862e+26 
3.44197 9.65248e+26 
3.44019 9.64634e+26 
3.43842 9.64021e+26 
3.43664 9.63408e+26 
3.43487 9.62796e+26 
3.43309 9.62183e+26 
3.43132 9.61571e+26 
3.42955 9.6096e+26 
3.42778 9.60348e+26 
3.42601 9.59737e+26 
3.42424 9.59127e+26 
3.42247 9.58516e+26 
3.4207 9.57906e+26 
3.41893 9.57296e+26 
3.41716 9.56687e+26 
3.41539 9.56077e+26 
3.41363 9.55468e+26 
3.41186 9.5486e+26 
3.4101 9.54251e+26 
3.40833 9.53643e+26 
3.40657 9.53036e+26 
3.40481 9.52428e+26 
3.40305 9.51821e+26 
3.40128 9.51214e+26 
3.39952 9.50608e+26 
3.39776 9.50002e+26 
3.396 9.49396e+26 
3.39425 9.4879e+26 
3.39249 9.48185e+26 
3.39073 9.4758e+26 
3.38898 9.46975e+26 
3.38722 9.46371e+26 
3.38546 9.45767e+26 
3.38371 9.45163e+26 
3.38196 9.44559e+26 
3.3802 9.43956e+26 
3.37845 9.43353e+26 
3.3767 9.42751e+26 
3.37495 9.42148e+26 
3.3732 9.41546e+26 
3.37145 9.40945e+26 
3.3697 9.40343e+26 
3.36795 9.39742e+26 
3.36621 9.39141e+26 
3.36446 9.38541e+26 
3.36272 9.37941e+26 
3.36097 9.37341e+26 
3.35923 9.36741e+26 
3.35748 9.36142e+26 
3.35574 9.35543e+26 
3.354 9.34944e+26 
3.35226 9.34346e+26 
3.35051 9.33748e+26 
3.34877 9.3315e+26 
3.34703 9.32552e+26 
3.3453 9.31955e+26 
3.34356 9.31358e+26 
3.34182 9.30762e+26 
3.34008 9.30165e+26 
3.33835 9.29569e+26 
3.33661 9.28974e+26 
3.33488 9.28378e+26 
3.33314 9.27783e+26 
3.33141 9.27188e+26 
3.32968 9.26594e+26 
3.32795 9.26e+26 
3.32621 9.25406e+26 
3.32448 9.24812e+26 
3.32275 9.24219e+26 
3.32103 9.23626e+26 
3.3193 9.23033e+26 
3.31757 9.22441e+26 
3.31584 9.21848e+26 
3.31412 9.21257e+26 
3.31239 9.20665e+26 
3.31067 9.20074e+26 
3.30894 9.19483e+26 
3.30722 9.18892e+26 
3.30549 9.18302e+26 
3.30377 9.17712e+26 
3.30205 9.17122e+26 
3.30033 9.16532e+26 
3.29861 9.15943e+26 
3.29689 9.15354e+26 
3.29517 9.14766e+26 
3.29345 9.14177e+26 
3.29174 9.13589e+26 
3.29002 9.13002e+26 
3.2883 9.12414e+26 
3.28659 9.11827e+26 
3.28487 9.1124e+26 
3.28316 9.10654e+26 
3.28145 9.10067e+26 
3.27973 9.09481e+26 
3.27802 9.08896e+26 
3.27631 9.0831e+26 
3.2746 9.07725e+26 
3.27289 9.0714e+26 
3.27118 9.06556e+26 
3.26947 9.05972e+26 
3.26776 9.05388e+26 
3.26606 9.04804e+26 
3.26435 9.04221e+26 
3.26265 9.03638e+26 
3.26094 9.03055e+26 
3.25924 9.02473e+26 
3.25753 9.01891e+26 
3.25583 9.01309e+26 
3.25413 9.00727e+26 
3.25243 9.00146e+26 
3.25072 8.99565e+26 
3.24902 8.98984e+26 
3.24732 8.98404e+26 
3.24563 8.97824e+26 
3.24393 8.97244e+26 
3.24223 8.96664e+26 
3.24053 8.96085e+26 
3.23884 8.95506e+26 
3.23714 8.94927e+26 
3.23545 8.94349e+26 
3.23375 8.93771e+26 
3.23206 8.93193e+26 
3.23037 8.92616e+26 
3.22867 8.92038e+26 
3.22698 8.91461e+26 
3.22529 8.90885e+26 
3.2236 8.90308e+26 
3.22191 8.89732e+26 
3.22022 8.89157e+26 
3.21853 8.88581e+26 
3.21685 8.88006e+26 
3.21516 8.87431e+26 
3.21347 8.86856e+26 
3.21179 8.86282e+26 
3.2101 8.85708e+26 
3.20842 8.85134e+26 
3.20674 8.84561e+26 
3.20505 8.83988e+26 
3.20337 8.83415e+26 
3.20169 8.82842e+26 
3.20001 8.8227e+26 
3.19833 8.81698e+26 
3.19665 8.81126e+26 
3.19497 8.80555e+26 
3.19329 8.79983e+26 
3.19162 8.79413e+26 
3.18994 8.78842e+26 
3.18826 8.78272e+26 
3.18659 8.77702e+26 
3.18491 8.77132e+26 
3.18324 8.76562e+26 
3.18157 8.75993e+26 
3.17989 8.75424e+26 
3.17822 8.74856e+26 
3.17655 8.74288e+26 
3.17488 8.7372e+26 
3.17321 8.73152e+26 
3.17154 8.72584e+26 
3.16987 8.72017e+26 
3.16821 8.7145e+26 
3.16654 8.70884e+26 
3.16487 8.70317e+26 
3.16321 8.69751e+26 
3.16154 8.69186e+26 
3.15988 8.6862e+26 
3.15821 8.68055e+26 
3.15655 8.6749e+26 
3.15489 8.66926e+26 
3.15322 8.66361e+26 
3.15156 8.65797e+26 
3.1499 8.65233e+26 
3.14824 8.6467e+26 
3.14658 8.64107e+26 
3.14492 8.63544e+26 
3.14327 8.62981e+26 
3.14161 8.62419e+26 
3.13995 8.61857e+26 
3.1383 8.61295e+26 
3.13664 8.60734e+26 
3.13499 8.60173e+26 
3.13333 8.59612e+26 
3.13168 8.59051e+26 
3.13003 8.58491e+26 
3.12837 8.57931e+26 
3.12672 8.57371e+26 
3.12507 8.56811e+26 
3.12342 8.56252e+26 
3.12177 8.55693e+26 
3.12012 8.55134e+26 
3.11848 8.54576e+26 
3.11683 8.54018e+26 
3.11518 8.5346e+26 
3.11354 8.52903e+26 
3.11189 8.52345e+26 
3.11025 8.51788e+26 
3.1086 8.51232e+26 
3.10696 8.50675e+26 
3.10531 8.50119e+26 
3.10367 8.49563e+26 
3.10203 8.49008e+26 
3.10039 8.48452e+26 
3.09875 8.47897e+26 
3.09711 8.47343e+26 
3.09547 8.46788e+26 
3.09383 8.46234e+26 
3.0922 8.4568e+26 
3.09056 8.45127e+26 
3.08892 8.44573e+26 
3.08729 8.4402e+26 
3.08565 8.43467e+26 
3.08402 8.42915e+26 
3.08238 8.42363e+26 
3.08075 8.41811e+26 
3.07912 8.41259e+26 
3.07749 8.40708e+26 
3.07586 8.40157e+26 
3.07423 8.39606e+26 
3.0726 8.39055e+26 
3.07097 8.38505e+26 
3.06934 8.37955e+26 
3.06771 8.37405e+26 
3.06608 8.36856e+26 
3.06446 8.36307e+26 
3.06283 8.35758e+26 
3.06121 8.35209e+26 
3.05958 8.34661e+26 
3.05796 8.34113e+26 
3.05634 8.33565e+26 
3.05471 8.33017e+26 
3.05309 8.3247e+26 
3.05147 8.31923e+26 
3.04985 8.31377e+26 
3.04823 8.3083e+26 
3.04661 8.30284e+26 
3.04499 8.29738e+26 
3.04337 8.29193e+26 
3.04176 8.28647e+26 
3.04014 8.28102e+26 
3.03852 8.27558e+26 
3.03691 8.27013e+26 
3.03529 8.26469e+26 
3.03368 8.25925e+26 
3.03207 8.25381e+26 
3.03045 8.24838e+26 
3.02884 8.24295e+26 
3.02723 8.23752e+26 
3.02562 8.2321e+26 
3.02401 8.22667e+26 
3.0224 8.22125e+26 
3.02079 8.21584e+26 
3.01918 8.21042e+26 
3.01757 8.20501e+26 
3.01597 8.1996e+26 
3.01436 8.1942e+26 
3.01275 8.18879e+26 
3.01115 8.18339e+26 
3.00954 8.17799e+26 
3.00794 8.1726e+26 
3.00634 8.16721e+26 
3.00474 8.16182e+26 
3.00313 8.15643e+26 
3.00153 8.15104e+26 
2.99993 8.14566e+26 
2.99833 8.14028e+26 
2.99673 8.13491e+26 
2.99513 8.12953e+26 
2.99354 8.12416e+26 
2.99194 8.11879e+26 
2.99034 8.11343e+26 
2.98875 8.10807e+26 
2.98715 8.10271e+26 
2.98555 8.09735e+26 
2.98396 8.092e+26 
2.98237 8.08664e+26 
2.98077 8.08129e+26 
2.97918 8.07595e+26 
2.97759 8.0706e+26 
2.976 8.06526e+26 
2.97441 8.05993e+26 
2.97282 8.05459e+26 
2.97123 8.04926e+26 
2.96964 8.04393e+26 
2.96805 8.0386e+26 
2.96647 8.03328e+26 
2.96488 8.02795e+26 
2.96329 8.02263e+26 
2.96171 8.01732e+26 
2.96012 8.012e+26 
2.95854 8.00669e+26 
2.95696 8.00138e+26 
2.95537 7.99608e+26 
2.95379 7.99078e+26 
2.95221 7.98547e+26 
2.95063 7.98018e+26 
2.94905 7.97488e+26 
2.94747 7.96959e+26 
2.94589 7.9643e+26 
2.94431 7.95901e+26 
2.94273 7.95373e+26 
2.94116 7.94845e+26 
2.93958 7.94317e+26 
2.938 7.93789e+26 
2.93643 7.93262e+26 
2.93485 7.92735e+26 
2.93328 7.92208e+26 
2.93171 7.91681e+26 
2.93013 7.91155e+26 
2.92856 7.90629e+26 
2.92699 7.90103e+26 
2.92542 7.89578e+26 
2.92385 7.89053e+26 
2.92228 7.88528e+26 
2.92071 7.88003e+26 
2.91914 7.87479e+26 
2.91758 7.86954e+26 
2.91601 7.86431e+26 
2.91444 7.85907e+26 
2.91288 7.85384e+26 
2.91131 7.8486e+26 
2.90975 7.84338e+26 
2.90818 7.83815e+26 
2.90662 7.83293e+26 
2.90506 7.82771e+26 
2.9035 7.82249e+26 
2.90193 7.81728e+26 
2.90037 7.81206e+26 
2.89881 7.80685e+26 
2.89725 7.80165e+26 
2.89569 7.79644e+26 
2.89414 7.79124e+26 
2.89258 7.78604e+26 
2.89102 7.78084e+26 
2.88947 7.77565e+26 
2.88791 7.77046e+26 
2.88635 7.76527e+26 
2.8848 7.76009e+26 
2.88325 7.7549e+26 
2.88169 7.74972e+26 
2.88014 7.74454e+26 
2.87859 7.73937e+26 
2.87704 7.7342e+26 
2.87549 7.72903e+26 
2.87394 7.72386e+26 
2.87239 7.71869e+26 
2.87084 7.71353e+26 
2.86929 7.70837e+26 
2.86774 7.70322e+26 
2.86619 7.69806e+26 
2.86465 7.69291e+26 
2.8631 7.68776e+26 
2.86156 7.68261e+26 
2.86001 7.67747e+26 
2.85847 7.67233e+26 
2.85692 7.66719e+26 
2.85538 7.66206e+26 
2.85384 7.65692e+26 
2.8523 7.65179e+26 
2.85076 7.64666e+26 
2.84922 7.64154e+26 
2.84768 7.63642e+26 
2.84614 7.6313e+26 
2.8446 7.62618e+26 
2.84306 7.62106e+26 
2.84152 7.61595e+26 
2.83999 7.61084e+26 
2.83845 7.60573e+26 
2.83692 7.60063e+26 
2.83538 7.59553e+26 
2.83385 7.59043e+26 
2.83231 7.58533e+26 
2.83078 7.58024e+26 
2.82925 7.57515e+26 
2.82772 7.57006e+26 
2.82619 7.56497e+26 
2.82466 7.55989e+26 
2.82313 7.5548e+26 
2.8216 7.54973e+26 
2.82007 7.54465e+26 
2.81854 7.53958e+26 
2.81701 7.53451e+26 
2.81549 7.52944e+26 
2.81396 7.52437e+26 
2.81243 7.51931e+26 
2.81091 7.51425e+26 
2.80938 7.50919e+26 
2.80786 7.50414e+26 
2.80634 7.49908e+26 
2.80481 7.49403e+26 
2.80329 7.48899e+26 
2.80177 7.48394e+26 
2.80025 7.4789e+26 
2.79873 7.47386e+26 
2.79721 7.46882e+26 
2.79569 7.46379e+26 
2.79417 7.45875e+26 
2.79266 7.45373e+26 
2.79114 7.4487e+26 
2.78962 7.44367e+26 
2.78811 7.43865e+26 
2.78659 7.43363e+26 
2.78508 7.42862e+26 
2.78356 7.4236e+26 
2.78205 7.41859e+26 
2.78054 7.41358e+26 
2.77902 7.40858e+26 
2.77751 7.40357e+26 
2.776 7.39857e+26 
2.77449 7.39357e+26 
2.77298 7.38858e+26 
2.77147 7.38358e+26 
2.76996 7.37859e+26 
2.76846 7.3736e+26 
2.76695 7.36862e+26 
2.76544 7.36363e+26 
2.76394 7.35865e+26 
2.76243 7.35367e+26 
2.76092 7.3487e+26 
2.75942 7.34373e+26 
2.75792 7.33876e+26 
2.75641 7.33379e+26 
2.75491 7.32882e+26 
2.75341 7.32386e+26 
2.75191 7.3189e+26 
2.75041 7.31394e+26 
2.74891 7.30898e+26 
2.74741 7.30403e+26 
2.74591 7.29908e+26 
2.74441 7.29413e+26 
2.74291 7.28919e+26 
2.74142 7.28425e+26 
2.73992 7.27931e+26 
2.73842 7.27437e+26 
2.73693 7.26943e+26 
2.73543 7.2645e+26 
2.73394 7.25957e+26 
2.73244 7.25464e+26 
2.73095 7.24972e+26 
2.72946 7.2448e+26 
2.72797 7.23988e+26 
2.72648 7.23496e+26 
2.72499 7.23004e+26 
2.7235 7.22513e+26 
2.72201 7.22022e+26 
2.72052 7.21531e+26 
2.71903 7.21041e+26 
2.71754 7.20551e+26 
2.71605 7.20061e+26 
2.71457 7.19571e+26 
2.71308 7.19082e+26 
2.7116 7.18592e+26 
2.71011 7.18103e+26 
2.70863 7.17615e+26 
2.70715 7.17126e+26 
2.70566 7.16638e+26 
2.70418 7.1615e+26 
2.7027 7.15662e+26 
2.70122 7.15175e+26 
2.69974 7.14688e+26 
2.69826 7.14201e+26 
2.69678 7.13714e+26 
2.6953 7.13227e+26 
2.69382 7.12741e+26 
2.69234 7.12255e+26 
2.69087 7.1177e+26 
2.68939 7.11284e+26 
2.68791 7.10799e+26 
2.68644 7.10314e+26 
2.68496 7.09829e+26 
2.68349 7.09345e+26 
2.68202 7.0886e+26 
2.68054 7.08377e+26 
2.67907 7.07893e+26 
2.6776 7.07409e+26 
2.67613 7.06926e+26 
2.67466 7.06443e+26 
2.67319 7.0596e+26 
2.67172 7.05478e+26 
2.67025 7.04996e+26 
2.66878 7.04514e+26 
2.66732 7.04032e+26 
2.66585 7.0355e+26 
2.66438 7.03069e+26 
2.66292 7.02588e+26 
2.66145 7.02108e+26 
2.65999 7.01627e+26 
2.65852 7.01147e+26 
2.65706 7.00667e+26 
2.6556 7.00187e+26 
2.65413 6.99708e+26 
2.65267 6.99228e+26 
2.65121 6.98749e+26 
2.64975 6.9827e+26 
2.64829 6.97792e+26 
2.64683 6.97314e+26 
2.64537 6.96836e+26 
2.64391 6.96358e+26 
2.64246 6.9588e+26 
2.641 6.95403e+26 
2.63954 6.94926e+26 
2.63809 6.94449e+26 
2.63663 6.93973e+26 
2.63518 6.93496e+26 
2.63372 6.9302e+26 
2.63227 6.92544e+26 
2.63082 6.92069e+26 
2.62937 6.91594e+26 
2.62791 6.91119e+26 
2.62646 6.90644e+26 
2.62501 6.90169e+26 
2.62356 6.89695e+26 
2.62211 6.89221e+26 
2.62066 6.88747e+26 
2.61922 6.88273e+26 
2.61777 6.878e+26 
2.61632 6.87327e+26 
2.61487 6.86854e+26 
2.61343 6.86381e+26 
2.61198 6.85909e+26 
2.61054 6.85437e+26 
2.60909 6.84965e+26 
2.60765 6.84493e+26 
2.60621 6.84022e+26 
2.60476 6.83551e+26 
2.60332 6.8308e+26 
2.60188 6.82609e+26 
2.60044 6.82138e+26 
2.599 6.81668e+26 
2.59756 6.81198e+26 
2.59612 6.80729e+26 
2.59468 6.80259e+26 
2.59325 6.7979e+26 
2.59181 6.79321e+26 
2.59037 6.78852e+26 
2.58894 6.78384e+26 
2.5875 6.77915e+26 
2.58606 6.77447e+26 
2.58463 6.7698e+26 
2.5832 6.76512e+26 
2.58176 6.76045e+26 
2.58033 6.75578e+26 
2.5789 6.75111e+26 
2.57747 6.74644e+26 
2.57604 6.74178e+26 
2.57461 6.73712e+26 
2.57318 6.73246e+26 
2.57175 6.72781e+26 
2.57032 6.72315e+26 
2.56889 6.7185e+26 
2.56746 6.71385e+26 
2.56603 6.70921e+26 
2.56461 6.70456e+26 
2.56318 6.69992e+26 
2.56176 6.69528e+26 
2.56033 6.69064e+26 
2.55891 6.68601e+26 
2.55748 6.68138e+26 
2.55606 6.67675e+26 
2.55464 6.67212e+26 
2.55322 6.6675e+26 
2.5518 6.66287e+26 
2.55038 6.65825e+26 
2.54896 6.65364e+26 
2.54754 6.64902e+26 
2.54612 6.64441e+26 
2.5447 6.6398e+26 
2.54328 6.63519e+26 
2.54186 6.63058e+26 
2.54045 6.62598e+26 
2.53903 6.62138e+26 
2.53761 6.61678e+26 
2.5362 6.61218e+26 
2.53479 6.60759e+26 
2.53337 6.603e+26 
2.53196 6.59841e+26 
2.53055 6.59382e+26 
2.52913 6.58924e+26 
2.52772 6.58466e+26 
2.52631 6.58008e+26 
2.5249 6.5755e+26 
2.52349 6.57093e+26 
2.52208 6.56635e+26 
2.52067 6.56178e+26 
2.51926 6.55722e+26 
2.51786 6.55265e+26 
2.51645 6.54809e+26 
2.51504 6.54353e+26 
2.51364 6.53897e+26 
2.51223 6.53441e+26 
2.51083 6.52986e+26 
2.50942 6.52531e+26 
2.50802 6.52076e+26 
2.50661 6.51622e+26 
2.50521 6.51167e+26 
2.50381 6.50713e+26 
2.50241 6.50259e+26 
2.50101 6.49805e+26 
2.49961 6.49352e+26 
2.49821 6.48899e+26 
2.49681 6.48446e+26 
2.49541 6.47993e+26 
2.49401 6.4754e+26 
2.49261 6.47088e+26 
2.49122 6.46636e+26 
2.48982 6.46184e+26 
2.48842 6.45733e+26 
2.48703 6.45281e+26 
2.48563 6.4483e+26 
2.48424 6.44379e+26 
2.48285 6.43929e+26 
2.48145 6.43478e+26 
2.48006 6.43028e+26 
2.47867 6.42578e+26 
2.47728 6.42129e+26 
2.47589 6.41679e+26 
2.47449 6.4123e+26 
2.47311 6.40781e+26 
2.47172 6.40332e+26 
2.47033 6.39884e+26 
2.46894 6.39435e+26 
2.46755 6.38987e+26 
2.46616 6.3854e+26 
2.46478 6.38092e+26 
2.46339 6.37645e+26 
2.46201 6.37197e+26 
2.46062 6.36751e+26 
2.45924 6.36304e+26 
2.45785 6.35857e+26 
2.45647 6.35411e+26 
2.45509 6.34965e+26 
2.45371 6.3452e+26 
2.45232 6.34074e+26 
2.45094 6.33629e+26 
2.44956 6.33184e+26 
2.44818 6.32739e+26 
2.4468 6.32294e+26 
2.44543 6.3185e+26 
2.44405 6.31406e+26 
2.44267 6.30962e+26 
2.44129 6.30518e+26 
2.43992 6.30075e+26 
2.43854 6.29632e+26 
2.43716 6.29189e+26 
2.43579 6.28746e+26 
2.43442 6.28304e+26 
2.43304 6.27861e+26 
2.43167 6.27419e+26 
2.4303 6.26978e+26 
2.42892 6.26536e+26 
2.42755 6.26095e+26 
2.42618 6.25654e+26 
2.42481 6.25213e+26 
2.42344 6.24772e+26 
2.42207 6.24332e+26 
2.4207 6.23892e+26 
2.41933 6.23452e+26 
2.41797 6.23012e+26 
2.4166 6.22572e+26 
2.41523 6.22133e+26 
2.41387 6.21694e+26 
2.4125 6.21255e+26 
2.41114 6.20817e+26 
2.40977 6.20378e+26 
2.40841 6.1994e+26 
2.40704 6.19502e+26 
2.40568 6.19065e+26 
2.40432 6.18627e+26 
2.40296 6.1819e+26 
2.4016 6.17753e+26 
2.40024 6.17316e+26 
2.39888 6.1688e+26 
2.39752 6.16443e+26 
2.39616 6.16007e+26 
2.3948 6.15572e+26 
2.39344 6.15136e+26 
2.39208 6.14701e+26 
2.39073 6.14265e+26 
2.38937 6.13831e+26 
2.38801 6.13396e+26 
2.38666 6.12961e+26 
2.3853 6.12527e+26 
2.38395 6.12093e+26 
2.3826 6.11659e+26 
2.38124 6.11226e+26 
2.37989 6.10792e+26 
2.37854 6.10359e+26 
2.37719 6.09926e+26 
2.37584 6.09494e+26 
2.37449 6.09061e+26 
2.37314 6.08629e+26 
2.37179 6.08197e+26 
2.37044 6.07765e+26 
2.36909 6.07334e+26 
2.36774 6.06903e+26 
2.3664 6.06472e+26 
2.36505 6.06041e+26 
2.3637 6.0561e+26 
2.36236 6.0518e+26 
2.36101 6.0475e+26 
2.35967 6.0432e+26 
2.35832 6.0389e+26 
2.35698 6.0346e+26 
2.35564 6.03031e+26 
2.3543 6.02602e+26 
2.35295 6.02173e+26 
2.35161 6.01745e+26 
2.35027 6.01316e+26 
2.34893 6.00888e+26 
2.34759 6.0046e+26 
2.34625 6.00033e+26 
2.34492 5.99605e+26 
2.34358 5.99178e+26 
2.34224 5.98751e+26 
2.3409 5.98324e+26 
2.33957 5.97897e+26 
2.33823 5.97471e+26 
2.3369 5.97045e+26 
2.33556 5.96619e+26 
2.33423 5.96193e+26 
2.33289 5.95768e+26 
2.33156 5.95343e+26 
2.33023 5.94918e+26 
2.3289 5.94493e+26 
2.32756 5.94068e+26 
2.32623 5.93644e+26 
2.3249 5.9322e+26 
2.32357 5.92796e+26 
2.32224 5.92372e+26 
