z dL
3.96851 1.12487e+27 
3.96653 1.1242e+27 
3.96454 1.12354e+27 
3.96255 1.12287e+27 
3.96057 1.12221e+27 
3.95858 1.12154e+27 
3.9566 1.12088e+27 
3.95462 1.12021e+27 
3.95264 1.11955e+27 
3.95066 1.11888e+27 
3.94867 1.11822e+27 
3.9467 1.11756e+27 
3.94472 1.11689e+27 
3.94274 1.11623e+27 
3.94076 1.11557e+27 
3.93879 1.11491e+27 
3.93681 1.11424e+27 
3.93484 1.11358e+27 
3.93286 1.11292e+27 
3.93089 1.11226e+27 
3.92892 1.1116e+27 
3.92694 1.11094e+27 
3.92497 1.11028e+27 
3.923 1.10962e+27 
3.92103 1.10896e+27 
3.91907 1.1083e+27 
3.9171 1.10764e+27 
3.91513 1.10698e+27 
3.91317 1.10633e+27 
3.9112 1.10567e+27 
3.90924 1.10501e+27 
3.90727 1.10435e+27 
3.90531 1.1037e+27 
3.90335 1.10304e+27 
3.90139 1.10238e+27 
3.89942 1.10173e+27 
3.89747 1.10107e+27 
3.89551 1.10042e+27 
3.89355 1.09976e+27 
3.89159 1.09911e+27 
3.88963 1.09845e+27 
3.88768 1.0978e+27 
3.88572 1.09714e+27 
3.88377 1.09649e+27 
3.88182 1.09584e+27 
3.87986 1.09518e+27 
3.87791 1.09453e+27 
3.87596 1.09388e+27 
3.87401 1.09323e+27 
3.87206 1.09258e+27 
3.87011 1.09192e+27 
3.86816 1.09127e+27 
3.86622 1.09062e+27 
3.86427 1.08997e+27 
3.86232 1.08932e+27 
3.86038 1.08867e+27 
3.85843 1.08802e+27 
3.85649 1.08737e+27 
3.85455 1.08672e+27 
3.85261 1.08608e+27 
3.85067 1.08543e+27 
3.84872 1.08478e+27 
3.84679 1.08413e+27 
3.84485 1.08348e+27 
3.84291 1.08284e+27 
3.84097 1.08219e+27 
3.83904 1.08154e+27 
3.8371 1.0809e+27 
3.83516 1.08025e+27 
3.83323 1.07961e+27 
3.8313 1.07896e+27 
3.82936 1.07832e+27 
3.82743 1.07767e+27 
3.8255 1.07703e+27 
3.82357 1.07638e+27 
3.82164 1.07574e+27 
3.81971 1.07509e+27 
3.81779 1.07445e+27 
3.81586 1.07381e+27 
3.81393 1.07317e+27 
3.81201 1.07252e+27 
3.81008 1.07188e+27 
3.80816 1.07124e+27 
3.80623 1.0706e+27 
3.80431 1.06996e+27 
3.80239 1.06932e+27 
3.80047 1.06868e+27 
3.79855 1.06804e+27 
3.79663 1.0674e+27 
3.79471 1.06676e+27 
3.79279 1.06612e+27 
3.79088 1.06548e+27 
3.78896 1.06484e+27 
3.78704 1.0642e+27 
3.78513 1.06356e+27 
3.78322 1.06293e+27 
3.7813 1.06229e+27 
3.77939 1.06165e+27 
3.77748 1.06101e+27 
3.77557 1.06038e+27 
3.77366 1.05974e+27 
3.77175 1.05911e+27 
3.76984 1.05847e+27 
3.76793 1.05783e+27 
3.76602 1.0572e+27 
3.76412 1.05657e+27 
3.76221 1.05593e+27 
3.76031 1.0553e+27 
3.7584 1.05466e+27 
3.7565 1.05403e+27 
3.7546 1.0534e+27 
3.75269 1.05276e+27 
3.75079 1.05213e+27 
3.74889 1.0515e+27 
3.74699 1.05087e+27 
3.74509 1.05023e+27 
3.7432 1.0496e+27 
3.7413 1.04897e+27 
3.7394 1.04834e+27 
3.73751 1.04771e+27 
3.73561 1.04708e+27 
3.73372 1.04645e+27 
3.73182 1.04582e+27 
3.72993 1.04519e+27 
3.72804 1.04456e+27 
3.72615 1.04393e+27 
3.72426 1.0433e+27 
3.72237 1.04268e+27 
3.72048 1.04205e+27 
3.71859 1.04142e+27 
3.7167 1.04079e+27 
3.71482 1.04017e+27 
3.71293 1.03954e+27 
3.71105 1.03891e+27 
3.70916 1.03829e+27 
3.70728 1.03766e+27 
3.7054 1.03704e+27 
3.70351 1.03641e+27 
3.70163 1.03579e+27 
3.69975 1.03516e+27 
3.69787 1.03454e+27 
3.69599 1.03391e+27 
3.69411 1.03329e+27 
3.69224 1.03266e+27 
3.69036 1.03204e+27 
3.68848 1.03142e+27 
3.68661 1.0308e+27 
3.68473 1.03017e+27 
3.68286 1.02955e+27 
3.68099 1.02893e+27 
3.67911 1.02831e+27 
3.67724 1.02769e+27 
3.67537 1.02707e+27 
3.6735 1.02645e+27 
3.67163 1.02583e+27 
3.66976 1.02521e+27 
3.66789 1.02459e+27 
3.66603 1.02397e+27 
3.66416 1.02335e+27 
3.6623 1.02273e+27 
3.66043 1.02211e+27 
3.65857 1.02149e+27 
3.6567 1.02087e+27 
3.65484 1.02026e+27 
3.65298 1.01964e+27 
3.65112 1.01902e+27 
3.64926 1.01841e+27 
3.6474 1.01779e+27 
3.64554 1.01717e+27 
3.64368 1.01656e+27 
3.64182 1.01594e+27 
3.63997 1.01533e+27 
3.63811 1.01471e+27 
3.63625 1.0141e+27 
3.6344 1.01348e+27 
3.63255 1.01287e+27 
3.63069 1.01225e+27 
3.62884 1.01164e+27 
3.62699 1.01103e+27 
3.62514 1.01041e+27 
3.62329 1.0098e+27 
3.62144 1.00919e+27 
3.61959 1.00858e+27 
3.61774 1.00796e+27 
3.6159 1.00735e+27 
3.61405 1.00674e+27 
3.6122 1.00613e+27 
3.61036 1.00552e+27 
3.60851 1.00491e+27 
3.60667 1.0043e+27 
3.60483 1.00369e+27 
3.60299 1.00308e+27 
3.60115 1.00247e+27 
3.5993 1.00186e+27 
3.59747 1.00125e+27 
3.59563 1.00065e+27 
3.59379 1.00004e+27 
3.59195 9.99429e+26 
3.59011 9.98822e+26 
3.58828 9.98215e+26 
3.58644 9.97608e+26 
3.58461 9.97001e+26 
3.58277 9.96395e+26 
3.58094 9.95789e+26 
3.57911 9.95183e+26 
3.57728 9.94577e+26 
3.57545 9.93972e+26 
3.57362 9.93367e+26 
3.57179 9.92762e+26 
3.56996 9.92158e+26 
3.56813 9.91554e+26 
3.5663 9.9095e+26 
3.56448 9.90347e+26 
3.56265 9.89744e+26 
3.56082 9.89141e+26 
3.559 9.88538e+26 
3.55718 9.87936e+26 
3.55535 9.87334e+26 
3.55353 9.86732e+26 
3.55171 9.8613e+26 
3.54989 9.85529e+26 
3.54807 9.84928e+26 
3.54625 9.84327e+26 
3.54443 9.83727e+26 
3.54261 9.83127e+26 
3.5408 9.82527e+26 
3.53898 9.81928e+26 
3.53717 9.81328e+26 
3.53535 9.8073e+26 
3.53354 9.80131e+26 
3.53172 9.79532e+26 
3.52991 9.78934e+26 
3.5281 9.78337e+26 
3.52629 9.77739e+26 
3.52448 9.77142e+26 
3.52267 9.76545e+26 
3.52086 9.75948e+26 
3.51905 9.75352e+26 
3.51724 9.74756e+26 
3.51543 9.7416e+26 
3.51363 9.73564e+26 
3.51182 9.72969e+26 
3.51002 9.72374e+26 
3.50821 9.71779e+26 
3.50641 9.71185e+26 
3.50461 9.70591e+26 
3.50281 9.69997e+26 
3.50101 9.69403e+26 
3.49921 9.6881e+26 
3.49741 9.68217e+26 
3.49561 9.67624e+26 
3.49381 9.67032e+26 
3.49201 9.6644e+26 
3.49021 9.65848e+26 
3.48842 9.65256e+26 
3.48662 9.64665e+26 
3.48483 9.64074e+26 
3.48303 9.63483e+26 
3.48124 9.62893e+26 
3.47945 9.62302e+26 
3.47766 9.61712e+26 
3.47587 9.61123e+26 
3.47408 9.60533e+26 
3.47229 9.59944e+26 
3.4705 9.59355e+26 
3.46871 9.58767e+26 
3.46692 9.58179e+26 
3.46513 9.57591e+26 
3.46335 9.57003e+26 
3.46156 9.56416e+26 
3.45978 9.55828e+26 
3.45799 9.55242e+26 
3.45621 9.54655e+26 
3.45443 9.54069e+26 
3.45265 9.53483e+26 
3.45087 9.52897e+26 
3.44909 9.52311e+26 
3.44731 9.51726e+26 
3.44553 9.51141e+26 
3.44375 9.50557e+26 
3.44197 9.49972e+26 
3.44019 9.49388e+26 
3.43842 9.48805e+26 
3.43664 9.48221e+26 
3.43487 9.47638e+26 
3.43309 9.47055e+26 
3.43132 9.46472e+26 
3.42955 9.4589e+26 
3.42778 9.45308e+26 
3.42601 9.44726e+26 
3.42424 9.44144e+26 
3.42247 9.43563e+26 
3.4207 9.42982e+26 
3.41893 9.42401e+26 
3.41716 9.41821e+26 
3.41539 9.4124e+26 
3.41363 9.4066e+26 
3.41186 9.40081e+26 
3.4101 9.39501e+26 
3.40833 9.38922e+26 
3.40657 9.38343e+26 
3.40481 9.37765e+26 
3.40305 9.37187e+26 
3.40128 9.36609e+26 
3.39952 9.36031e+26 
3.39776 9.35453e+26 
3.396 9.34876e+26 
3.39425 9.34299e+26 
3.39249 9.33723e+26 
3.39073 9.33146e+26 
3.38898 9.3257e+26 
3.38722 9.31994e+26 
3.38546 9.31419e+26 
3.38371 9.30844e+26 
3.38196 9.30269e+26 
3.3802 9.29694e+26 
3.37845 9.29119e+26 
3.3767 9.28545e+26 
3.37495 9.27971e+26 
3.3732 9.27398e+26 
3.37145 9.26824e+26 
3.3697 9.26251e+26 
3.36795 9.25679e+26 
3.36621 9.25106e+26 
3.36446 9.24534e+26 
3.36272 9.23962e+26 
3.36097 9.2339e+26 
3.35923 9.22819e+26 
3.35748 9.22247e+26 
3.35574 9.21677e+26 
3.354 9.21106e+26 
3.35226 9.20536e+26 
3.35051 9.19966e+26 
3.34877 9.19396e+26 
3.34703 9.18826e+26 
3.3453 9.18257e+26 
3.34356 9.17688e+26 
3.34182 9.17119e+26 
3.34008 9.16551e+26 
3.33835 9.15983e+26 
3.33661 9.15415e+26 
3.33488 9.14847e+26 
3.33314 9.1428e+26 
3.33141 9.13713e+26 
3.32968 9.13146e+26 
3.32795 9.12579e+26 
3.32621 9.12013e+26 
3.32448 9.11447e+26 
3.32275 9.10881e+26 
3.32103 9.10316e+26 
3.3193 9.0975e+26 
3.31757 9.09185e+26 
3.31584 9.08621e+26 
3.31412 9.08056e+26 
3.31239 9.07492e+26 
3.31067 9.06928e+26 
3.30894 9.06365e+26 
3.30722 9.05801e+26 
3.30549 9.05238e+26 
3.30377 9.04676e+26 
3.30205 9.04113e+26 
3.30033 9.03551e+26 
3.29861 9.02989e+26 
3.29689 9.02427e+26 
3.29517 9.01866e+26 
3.29345 9.01304e+26 
3.29174 9.00744e+26 
3.29002 9.00183e+26 
3.2883 8.99623e+26 
3.28659 8.99062e+26 
3.28487 8.98503e+26 
3.28316 8.97943e+26 
3.28145 8.97384e+26 
3.27973 8.96825e+26 
3.27802 8.96266e+26 
3.27631 8.95707e+26 
3.2746 8.95149e+26 
3.27289 8.94591e+26 
3.27118 8.94033e+26 
3.26947 8.93476e+26 
3.26776 8.92919e+26 
3.26606 8.92362e+26 
3.26435 8.91805e+26 
3.26265 8.91249e+26 
3.26094 8.90693e+26 
3.25924 8.90137e+26 
3.25753 8.89581e+26 
3.25583 8.89026e+26 
3.25413 8.88471e+26 
3.25243 8.87916e+26 
3.25072 8.87362e+26 
3.24902 8.86807e+26 
3.24732 8.86253e+26 
3.24563 8.857e+26 
3.24393 8.85146e+26 
3.24223 8.84593e+26 
3.24053 8.8404e+26 
3.23884 8.83487e+26 
3.23714 8.82935e+26 
3.23545 8.82383e+26 
3.23375 8.81831e+26 
3.23206 8.81279e+26 
3.23037 8.80728e+26 
3.22867 8.80177e+26 
3.22698 8.79626e+26 
3.22529 8.79075e+26 
3.2236 8.78525e+26 
3.22191 8.77975e+26 
3.22022 8.77425e+26 
3.21853 8.76876e+26 
3.21685 8.76327e+26 
3.21516 8.75778e+26 
3.21347 8.75229e+26 
3.21179 8.7468e+26 
3.2101 8.74132e+26 
3.20842 8.73584e+26 
3.20674 8.73037e+26 
3.20505 8.72489e+26 
3.20337 8.71942e+26 
3.20169 8.71395e+26 
3.20001 8.70849e+26 
3.19833 8.70302e+26 
3.19665 8.69756e+26 
3.19497 8.6921e+26 
3.19329 8.68665e+26 
3.19162 8.68119e+26 
3.18994 8.67574e+26 
3.18826 8.67029e+26 
3.18659 8.66485e+26 
3.18491 8.65941e+26 
3.18324 8.65397e+26 
3.18157 8.64853e+26 
3.17989 8.64309e+26 
3.17822 8.63766e+26 
3.17655 8.63223e+26 
3.17488 8.6268e+26 
3.17321 8.62138e+26 
3.17154 8.61596e+26 
3.16987 8.61054e+26 
3.16821 8.60512e+26 
3.16654 8.59971e+26 
3.16487 8.5943e+26 
3.16321 8.58889e+26 
3.16154 8.58348e+26 
3.15988 8.57808e+26 
3.15821 8.57268e+26 
3.15655 8.56728e+26 
3.15489 8.56188e+26 
3.15322 8.55649e+26 
3.15156 8.5511e+26 
3.1499 8.54571e+26 
3.14824 8.54032e+26 
3.14658 8.53494e+26 
3.14492 8.52956e+26 
3.14327 8.52418e+26 
3.14161 8.51881e+26 
3.13995 8.51343e+26 
3.1383 8.50806e+26 
3.13664 8.5027e+26 
3.13499 8.49733e+26 
3.13333 8.49197e+26 
3.13168 8.48661e+26 
3.13003 8.48125e+26 
3.12837 8.4759e+26 
3.12672 8.47054e+26 
3.12507 8.46519e+26 
3.12342 8.45985e+26 
3.12177 8.4545e+26 
3.12012 8.44916e+26 
3.11848 8.44382e+26 
3.11683 8.43848e+26 
3.11518 8.43315e+26 
3.11354 8.42782e+26 
3.11189 8.42249e+26 
3.11025 8.41716e+26 
3.1086 8.41184e+26 
3.10696 8.40652e+26 
3.10531 8.4012e+26 
3.10367 8.39588e+26 
3.10203 8.39057e+26 
3.10039 8.38526e+26 
3.09875 8.37995e+26 
3.09711 8.37464e+26 
3.09547 8.36934e+26 
3.09383 8.36404e+26 
3.0922 8.35874e+26 
3.09056 8.35344e+26 
3.08892 8.34815e+26 
3.08729 8.34286e+26 
3.08565 8.33757e+26 
3.08402 8.33228e+26 
3.08238 8.327e+26 
3.08075 8.32172e+26 
3.07912 8.31644e+26 
3.07749 8.31117e+26 
3.07586 8.30589e+26 
3.07423 8.30062e+26 
3.0726 8.29536e+26 
3.07097 8.29009e+26 
3.06934 8.28483e+26 
3.06771 8.27957e+26 
3.06608 8.27431e+26 
3.06446 8.26905e+26 
3.06283 8.2638e+26 
3.06121 8.25855e+26 
3.05958 8.2533e+26 
3.05796 8.24806e+26 
3.05634 8.24281e+26 
3.05471 8.23757e+26 
3.05309 8.23234e+26 
3.05147 8.2271e+26 
3.04985 8.22187e+26 
3.04823 8.21664e+26 
3.04661 8.21141e+26 
3.04499 8.20619e+26 
3.04337 8.20096e+26 
3.04176 8.19574e+26 
3.04014 8.19052e+26 
3.03852 8.18531e+26 
3.03691 8.1801e+26 
3.03529 8.17489e+26 
3.03368 8.16968e+26 
3.03207 8.16447e+26 
3.03045 8.15927e+26 
3.02884 8.15407e+26 
3.02723 8.14887e+26 
3.02562 8.14368e+26 
3.02401 8.13849e+26 
3.0224 8.1333e+26 
3.02079 8.12811e+26 
3.01918 8.12292e+26 
3.01757 8.11774e+26 
3.01597 8.11256e+26 
3.01436 8.10738e+26 
3.01275 8.10221e+26 
3.01115 8.09704e+26 
3.00954 8.09187e+26 
3.00794 8.0867e+26 
3.00634 8.08153e+26 
3.00474 8.07637e+26 
3.00313 8.07121e+26 
3.00153 8.06605e+26 
2.99993 8.0609e+26 
2.99833 8.05575e+26 
2.99673 8.0506e+26 
2.99513 8.04545e+26 
2.99354 8.0403e+26 
2.99194 8.03516e+26 
2.99034 8.03002e+26 
2.98875 8.02488e+26 
2.98715 8.01975e+26 
2.98555 8.01461e+26 
2.98396 8.00948e+26 
2.98237 8.00436e+26 
2.98077 7.99923e+26 
2.97918 7.99411e+26 
2.97759 7.98899e+26 
2.976 7.98387e+26 
2.97441 7.97875e+26 
2.97282 7.97364e+26 
2.97123 7.96853e+26 
2.96964 7.96342e+26 
2.96805 7.95832e+26 
2.96647 7.95321e+26 
2.96488 7.94811e+26 
2.96329 7.94301e+26 
2.96171 7.93792e+26 
2.96012 7.93283e+26 
2.95854 7.92773e+26 
2.95696 7.92265e+26 
2.95537 7.91756e+26 
2.95379 7.91248e+26 
2.95221 7.9074e+26 
2.95063 7.90232e+26 
2.94905 7.89724e+26 
2.94747 7.89217e+26 
2.94589 7.8871e+26 
2.94431 7.88203e+26 
2.94273 7.87696e+26 
2.94116 7.8719e+26 
2.93958 7.86684e+26 
2.938 7.86178e+26 
2.93643 7.85672e+26 
2.93485 7.85167e+26 
2.93328 7.84661e+26 
2.93171 7.84157e+26 
2.93013 7.83652e+26 
2.92856 7.83147e+26 
2.92699 7.82643e+26 
2.92542 7.82139e+26 
2.92385 7.81636e+26 
2.92228 7.81132e+26 
2.92071 7.80629e+26 
2.91914 7.80126e+26 
2.91758 7.79623e+26 
2.91601 7.79121e+26 
2.91444 7.78619e+26 
2.91288 7.78117e+26 
2.91131 7.77615e+26 
2.90975 7.77113e+26 
2.90818 7.76612e+26 
2.90662 7.76111e+26 
2.90506 7.7561e+26 
2.9035 7.7511e+26 
2.90193 7.74609e+26 
2.90037 7.74109e+26 
2.89881 7.73609e+26 
2.89725 7.7311e+26 
2.89569 7.72611e+26 
2.89414 7.72111e+26 
2.89258 7.71613e+26 
2.89102 7.71114e+26 
2.88947 7.70616e+26 
2.88791 7.70117e+26 
2.88635 7.6962e+26 
2.8848 7.69122e+26 
2.88325 7.68625e+26 
2.88169 7.68127e+26 
2.88014 7.6763e+26 
2.87859 7.67134e+26 
2.87704 7.66637e+26 
2.87549 7.66141e+26 
2.87394 7.65645e+26 
2.87239 7.6515e+26 
2.87084 7.64654e+26 
2.86929 7.64159e+26 
2.86774 7.63664e+26 
2.86619 7.63169e+26 
2.86465 7.62675e+26 
2.8631 7.6218e+26 
2.86156 7.61686e+26 
2.86001 7.61192e+26 
2.85847 7.60699e+26 
2.85692 7.60206e+26 
2.85538 7.59712e+26 
2.85384 7.5922e+26 
2.8523 7.58727e+26 
2.85076 7.58235e+26 
2.84922 7.57743e+26 
2.84768 7.57251e+26 
2.84614 7.56759e+26 
2.8446 7.56268e+26 
2.84306 7.55776e+26 
2.84152 7.55285e+26 
2.83999 7.54795e+26 
2.83845 7.54304e+26 
2.83692 7.53814e+26 
2.83538 7.53324e+26 
2.83385 7.52834e+26 
2.83231 7.52345e+26 
2.83078 7.51856e+26 
2.82925 7.51367e+26 
2.82772 7.50878e+26 
2.82619 7.50389e+26 
2.82466 7.49901e+26 
2.82313 7.49413e+26 
2.8216 7.48925e+26 
2.82007 7.48437e+26 
2.81854 7.4795e+26 
2.81701 7.47463e+26 
2.81549 7.46976e+26 
2.81396 7.46489e+26 
2.81243 7.46003e+26 
2.81091 7.45517e+26 
2.80938 7.45031e+26 
2.80786 7.44545e+26 
2.80634 7.4406e+26 
2.80481 7.43574e+26 
2.80329 7.43089e+26 
2.80177 7.42605e+26 
2.80025 7.4212e+26 
2.79873 7.41636e+26 
2.79721 7.41152e+26 
2.79569 7.40668e+26 
2.79417 7.40184e+26 
2.79266 7.39701e+26 
2.79114 7.39218e+26 
2.78962 7.38735e+26 
2.78811 7.38252e+26 
2.78659 7.3777e+26 
2.78508 7.37288e+26 
2.78356 7.36806e+26 
2.78205 7.36324e+26 
2.78054 7.35842e+26 
2.77902 7.35361e+26 
2.77751 7.3488e+26 
2.776 7.34399e+26 
2.77449 7.33919e+26 
2.77298 7.33439e+26 
2.77147 7.32958e+26 
2.76996 7.32479e+26 
2.76846 7.31999e+26 
2.76695 7.3152e+26 
2.76544 7.3104e+26 
2.76394 7.30562e+26 
2.76243 7.30083e+26 
2.76092 7.29604e+26 
2.75942 7.29126e+26 
2.75792 7.28648e+26 
2.75641 7.28171e+26 
2.75491 7.27693e+26 
2.75341 7.27216e+26 
2.75191 7.26739e+26 
2.75041 7.26262e+26 
2.74891 7.25785e+26 
2.74741 7.25309e+26 
2.74591 7.24833e+26 
2.74441 7.24357e+26 
2.74291 7.23881e+26 
2.74142 7.23406e+26 
2.73992 7.22931e+26 
2.73842 7.22456e+26 
2.73693 7.21981e+26 
2.73543 7.21506e+26 
2.73394 7.21032e+26 
2.73244 7.20558e+26 
2.73095 7.20084e+26 
2.72946 7.19611e+26 
2.72797 7.19137e+26 
2.72648 7.18664e+26 
2.72499 7.18191e+26 
2.7235 7.17719e+26 
2.72201 7.17246e+26 
2.72052 7.16774e+26 
2.71903 7.16302e+26 
2.71754 7.15831e+26 
2.71605 7.15359e+26 
2.71457 7.14888e+26 
2.71308 7.14417e+26 
2.7116 7.13946e+26 
2.71011 7.13475e+26 
2.70863 7.13005e+26 
2.70715 7.12535e+26 
2.70566 7.12065e+26 
2.70418 7.11595e+26 
2.7027 7.11126e+26 
2.70122 7.10657e+26 
2.69974 7.10188e+26 
2.69826 7.09719e+26 
2.69678 7.0925e+26 
2.6953 7.08782e+26 
2.69382 7.08314e+26 
2.69234 7.07846e+26 
2.69087 7.07379e+26 
2.68939 7.06911e+26 
2.68791 7.06444e+26 
2.68644 7.05977e+26 
2.68496 7.05511e+26 
2.68349 7.05044e+26 
2.68202 7.04578e+26 
2.68054 7.04112e+26 
2.67907 7.03646e+26 
2.6776 7.03181e+26 
2.67613 7.02715e+26 
2.67466 7.0225e+26 
2.67319 7.01785e+26 
2.67172 7.01321e+26 
2.67025 7.00856e+26 
2.66878 7.00392e+26 
2.66732 6.99928e+26 
2.66585 6.99464e+26 
2.66438 6.99001e+26 
2.66292 6.98538e+26 
2.66145 6.98075e+26 
2.65999 6.97612e+26 
2.65852 6.97149e+26 
2.65706 6.96687e+26 
2.6556 6.96225e+26 
2.65413 6.95763e+26 
2.65267 6.95301e+26 
2.65121 6.9484e+26 
2.64975 6.94378e+26 
2.64829 6.93917e+26 
2.64683 6.93457e+26 
2.64537 6.92996e+26 
2.64391 6.92536e+26 
2.64246 6.92076e+26 
2.641 6.91616e+26 
2.63954 6.91156e+26 
2.63809 6.90697e+26 
2.63663 6.90237e+26 
2.63518 6.89778e+26 
2.63372 6.8932e+26 
2.63227 6.88861e+26 
2.63082 6.88403e+26 
2.62937 6.87945e+26 
2.62791 6.87487e+26 
2.62646 6.87029e+26 
2.62501 6.86572e+26 
2.62356 6.86115e+26 
2.62211 6.85658e+26 
2.62066 6.85201e+26 
2.61922 6.84744e+26 
2.61777 6.84288e+26 
2.61632 6.83832e+26 
2.61487 6.83376e+26 
2.61343 6.8292e+26 
2.61198 6.82465e+26 
2.61054 6.8201e+26 
2.60909 6.81555e+26 
2.60765 6.811e+26 
2.60621 6.80646e+26 
2.60476 6.80191e+26 
2.60332 6.79737e+26 
2.60188 6.79284e+26 
2.60044 6.7883e+26 
2.599 6.78377e+26 
2.59756 6.77923e+26 
2.59612 6.7747e+26 
2.59468 6.77018e+26 
2.59325 6.76565e+26 
2.59181 6.76113e+26 
2.59037 6.75661e+26 
2.58894 6.75209e+26 
2.5875 6.74757e+26 
2.58606 6.74306e+26 
2.58463 6.73855e+26 
2.5832 6.73404e+26 
2.58176 6.72953e+26 
2.58033 6.72503e+26 
2.5789 6.72052e+26 
2.57747 6.71602e+26 
2.57604 6.71152e+26 
2.57461 6.70703e+26 
2.57318 6.70253e+26 
2.57175 6.69804e+26 
2.57032 6.69355e+26 
2.56889 6.68907e+26 
2.56746 6.68458e+26 
2.56603 6.6801e+26 
2.56461 6.67562e+26 
2.56318 6.67114e+26 
2.56176 6.66666e+26 
2.56033 6.66219e+26 
2.55891 6.65772e+26 
2.55748 6.65325e+26 
2.55606 6.64878e+26 
2.55464 6.64431e+26 
2.55322 6.63985e+26 
2.5518 6.63539e+26 
2.55038 6.63093e+26 
2.54896 6.62647e+26 
2.54754 6.62202e+26 
2.54612 6.61757e+26 
2.5447 6.61312e+26 
2.54328 6.60867e+26 
2.54186 6.60422e+26 
2.54045 6.59978e+26 
2.53903 6.59534e+26 
2.53761 6.5909e+26 
2.5362 6.58646e+26 
2.53479 6.58203e+26 
2.53337 6.5776e+26 
2.53196 6.57317e+26 
2.53055 6.56874e+26 
2.52913 6.56431e+26 
2.52772 6.55989e+26 
2.52631 6.55547e+26 
2.5249 6.55105e+26 
2.52349 6.54663e+26 
2.52208 6.54221e+26 
2.52067 6.5378e+26 
2.51926 6.53339e+26 
2.51786 6.52898e+26 
2.51645 6.52458e+26 
2.51504 6.52017e+26 
2.51364 6.51577e+26 
2.51223 6.51137e+26 
2.51083 6.50697e+26 
2.50942 6.50258e+26 
2.50802 6.49818e+26 
2.50661 6.49379e+26 
2.50521 6.4894e+26 
2.50381 6.48502e+26 
2.50241 6.48063e+26 
2.50101 6.47625e+26 
2.49961 6.47187e+26 
2.49821 6.46749e+26 
2.49681 6.46311e+26 
2.49541 6.45874e+26 
2.49401 6.45437e+26 
2.49261 6.45e+26 
2.49122 6.44563e+26 
2.48982 6.44127e+26 
2.48842 6.4369e+26 
2.48703 6.43254e+26 
2.48563 6.42818e+26 
2.48424 6.42383e+26 
2.48285 6.41947e+26 
2.48145 6.41512e+26 
2.48006 6.41077e+26 
2.47867 6.40642e+26 
2.47728 6.40207e+26 
2.47589 6.39773e+26 
2.47449 6.39339e+26 
2.47311 6.38905e+26 
2.47172 6.38471e+26 
2.47033 6.38038e+26 
2.46894 6.37604e+26 
2.46755 6.37171e+26 
2.46616 6.36738e+26 
2.46478 6.36306e+26 
2.46339 6.35873e+26 
2.46201 6.35441e+26 
2.46062 6.35009e+26 
2.45924 6.34577e+26 
2.45785 6.34146e+26 
2.45647 6.33714e+26 
2.45509 6.33283e+26 
2.45371 6.32852e+26 
2.45232 6.32421e+26 
2.45094 6.31991e+26 
2.44956 6.31561e+26 
2.44818 6.31131e+26 
2.4468 6.30701e+26 
2.44543 6.30271e+26 
2.44405 6.29841e+26 
2.44267 6.29412e+26 
2.44129 6.28983e+26 
2.43992 6.28554e+26 
2.43854 6.28126e+26 
2.43716 6.27697e+26 
2.43579 6.27269e+26 
2.43442 6.26841e+26 
2.43304 6.26413e+26 
2.43167 6.25986e+26 
2.4303 6.25559e+26 
2.42892 6.25131e+26 
2.42755 6.24704e+26 
2.42618 6.24278e+26 
2.42481 6.23851e+26 
2.42344 6.23425e+26 
2.42207 6.22999e+26 
2.4207 6.22573e+26 
2.41933 6.22147e+26 
2.41797 6.21722e+26 
2.4166 6.21297e+26 
2.41523 6.20872e+26 
2.41387 6.20447e+26 
2.4125 6.20022e+26 
2.41114 6.19598e+26 
2.40977 6.19174e+26 
2.40841 6.1875e+26 
2.40704 6.18326e+26 
2.40568 6.17903e+26 
2.40432 6.17479e+26 
2.40296 6.17056e+26 
2.4016 6.16633e+26 
2.40024 6.1621e+26 
2.39888 6.15788e+26 
2.39752 6.15366e+26 
2.39616 6.14944e+26 
2.3948 6.14522e+26 
2.39344 6.141e+26 
2.39208 6.13679e+26 
2.39073 6.13257e+26 
2.38937 6.12836e+26 
2.38801 6.12416e+26 
2.38666 6.11995e+26 
2.3853 6.11574e+26 
2.38395 6.11154e+26 
2.3826 6.10734e+26 
2.38124 6.10315e+26 
2.37989 6.09895e+26 
2.37854 6.09476e+26 
2.37719 6.09056e+26 
2.37584 6.08638e+26 
2.37449 6.08219e+26 
2.37314 6.078e+26 
2.37179 6.07382e+26 
2.37044 6.06964e+26 
2.36909 6.06546e+26 
2.36774 6.06128e+26 
2.3664 6.05711e+26 
2.36505 6.05293e+26 
2.3637 6.04876e+26 
2.36236 6.0446e+26 
2.36101 6.04043e+26 
2.35967 6.03626e+26 
2.35832 6.0321e+26 
2.35698 6.02794e+26 
2.35564 6.02378e+26 
2.3543 6.01963e+26 
2.35295 6.01547e+26 
2.35161 6.01132e+26 
2.35027 6.00717e+26 
2.34893 6.00302e+26 
2.34759 5.99888e+26 
2.34625 5.99473e+26 
2.34492 5.99059e+26 
2.34358 5.98645e+26 
2.34224 5.98231e+26 
2.3409 5.97818e+26 
2.33957 5.97404e+26 
2.33823 5.96991e+26 
2.3369 5.96578e+26 
2.33556 5.96166e+26 
2.33423 5.95753e+26 
2.33289 5.95341e+26 
2.33156 5.94929e+26 
